ItemId,Category,Plan,Super.Category,Volume,ABClass
Product 963,Sub Category 13,Region 2,Category 2,8,C
Product 964,Sub Category 13,Region 2,Category 2,29.33,C
Product 966,Sub Category 13,Region 2,Category 2,182.78,B
Product 968,Sub Category 13,Region 2,Category 2,1.33,C
Product 969,Sub Category 13,Region 2,Category 2,3.33,C
Product 970,Sub Category 13,Region 2,Category 2,2.56,C
Product 975,Sub Category 13,Region 2,Category 2,2,C
Product 977,Sub Category 13,Region 2,Category 2,86.56,B
Product 981,Sub Category 13,Region 2,Category 2,241.5,A
Product 985,Sub Category 13,Region 2,Category 2,2.88,C
Product 986,Sub Category 14,Region 2,Category 2,4.58,C
Product 988,Sub Category 14,Region 2,Category 2,8.56,C
Product 991,Sub Category 14,Region 2,Category 2,24.44,C
Product 993,Sub Category 14,Region 2,Category 2,0.12,C
Product 995,Sub Category 14,Region 2,Category 2,1.87,C
Product 998,Sub Category 14,Region 2,Category 2,10.42,C
Product 999,Sub Category 14,Region 2,Category 2,1,C
Product 1504,Sub Category 4,Region 2,Category 4,3.33,C
Product 1505,Sub Category 6,Region 2,Category 4,0.67,C
Product 1506,Sub Category 4,Region 2,Category 4,1.08,C
Product 1507,Sub Category 5,Region 2,Category 4,7,C
Product 1682,Sub Category 5,Region 2,Category 4,2.42,C
Product 1683,Sub Category 4,Region 2,Category 4,158.08,A
Product 1686,Sub Category 4,Region 2,Category 4,10.83,C
Product 1687,Sub Category 5,Region 2,Category 4,0.17,C
Product 1752,Sub Category 4,Region 2,Category 4,2,C
Product 1753,Sub Category 5,Region 2,Category 4,0.67,C
Product 1763,Sub Category 4,Region 2,Category 4,74,B
Product 1764,Sub Category 5,Region 2,Category 4,4.83,C
Product 1770,Sub Category 4,Region 2,Category 4,5,C
Product 1771,Sub Category 4,Region 2,Category 4,0.5,C
Product 1772,Sub Category 4,Region 2,Category 4,82.17,B
Product 1773,Sub Category 4,Region 2,Category 4,21.42,B
Product 1774,Sub Category 5,Region 2,Category 4,11.75,C
Product 1777,Sub Category 5,Region 2,Category 4,0.67,C
Product 1778,Sub Category 5,Region 2,Category 4,341.5,A
Product 1779,Sub Category 4,Region 2,Category 4,0.58,C
Product 1781,Sub Category 5,Region 2,Category 4,12.33,C
Product 1782,Sub Category 4,Region 2,Category 4,2.67,C
Product 1784,Sub Category 4,Region 2,Category 4,2.58,C
Product 1785,Sub Category 6,Region 2,Category 4,3,C
Product 1786,Sub Category 4,Region 2,Category 4,17.33,B
Product 1787,Sub Category 4,Region 2,Category 4,20,B
Product 1788,Sub Category 4,Region 2,Category 4,94.5,A
Product 1789,Sub Category 5,Region 2,Category 4,0.42,C
Product 1790,Sub Category 4,Region 2,Category 4,0.17,C
Product 1791,Sub Category 4,Region 2,Category 4,584.17,A
Product 1792,Sub Category 4,Region 2,Category 4,1187.42,A
Product 1794,Sub Category 4,Region 2,Category 4,80.79,B
Product 1800,Sub Category 4,Region 2,Category 4,4.25,C
Product 2037,Sub Category 6,Region 2,Category 4,45.67,B
Product 2038,Sub Category 6,Region 2,Category 4,7.17,C
Product 2039,Sub Category 6,Region 2,Category 4,3,C
Product 2040,Sub Category 6,Region 2,Category 4,2,C
Product 2041,Sub Category 6,Region 2,Category 4,0.08,C
Product 2042,Sub Category 5,Region 2,Category 4,1.33,C
Product 2043,Sub Category 6,Region 2,Category 4,17.58,B
Product 2044,Sub Category 5,Region 2,Category 4,0.17,C
Product 2045,Sub Category 6,Region 2,Category 4,174.75,A
Product 2059,Sub Category 4,Region 2,Category 4,13.33,C
Product 2060,Sub Category 4,Region 2,Category 4,19.33,B
Product 2061,Sub Category 4,Region 2,Category 4,3.5,C
Product 2062,Sub Category 4,Region 2,Category 4,253.08,A
Product 2063,Sub Category 4,Region 2,Category 4,139.17,A
Product 2064,Sub Category 6,Region 2,Category 4,1.75,C
Product 2065,Sub Category 5,Region 2,Category 4,21.75,B
Product 2067,Sub Category 5,Region 2,Category 4,89.42,A
Product 2068,Sub Category 6,Region 2,Category 4,7.08,C
Product 2069,Sub Category 4,Region 2,Category 4,0.17,C
Product 2072,Sub Category 4,Region 2,Category 4,39.12,B
Product 2327,Sub Category 6,Region 2,Category 4,8.67,C
Product 2346,Sub Category 5,Region 2,Category 4,2.58,C
Product 2392,Sub Category 5,Region 2,Category 4,2.83,C
Product 2393,Sub Category 4,Region 2,Category 4,7.5,C
Product 2394,Sub Category 4,Region 2,Category 4,89.17,B
Product 247,Sub Category 4,Region 2,Category 4,14.17,B
Product 248,Sub Category 4,Region 2,Category 4,4.33,C
Product 2485,Sub Category 4,Region 2,Category 4,1.5,C
Product 2496,Sub Category 6,Region 2,Category 4,9.17,C
Product 2497,Sub Category 4,Region 2,Category 4,18.83,B
Product 2498,Sub Category 5,Region 2,Category 4,4.58,C
Product 2499,Sub Category 6,Region 2,Category 4,6.08,C
Product 250,Sub Category 4,Region 2,Category 4,1,C
Product 2500,Sub Category 6,Region 2,Category 4,3.75,C
Product 251,Sub Category 4,Region 2,Category 4,3.33,C
Product 252,Sub Category 4,Region 2,Category 4,-1.33,C
Product 253,Sub Category 4,Region 2,Category 4,-0.67,C
Product 257,Sub Category 4,Region 2,Category 4,92.67,A
Product 258,Sub Category 5,Region 2,Category 4,10.58,C
Product 259,Sub Category 4,Region 2,Category 4,0.67,C
Product 2616,Sub Category 6,Region 2,Category 4,1.33,C
Product 2798,Sub Category 4,Region 2,Category 4,6.33,C
Product 2799,Sub Category 4,Region 2,Category 4,3.33,C
Product 2800,Sub Category 5,Region 2,Category 4,4.83,C
Product 2801,Sub Category 4,Region 2,Category 4,210.33,A
Product 2802,Sub Category 6,Region 2,Category 4,12.42,C
Product 2803,Sub Category 4,Region 2,Category 4,0.08,C
Product 2804,Sub Category 5,Region 2,Category 4,104,A
Product 2807,Sub Category 6,Region 2,Category 4,1.92,C
Product 2808,Sub Category 4,Region 2,Category 4,542.58,A
Product 2809,Sub Category 5,Region 2,Category 4,119,A
Product 2810,Sub Category 4,Region 2,Category 4,2.58,C
Product 2811,Sub Category 4,Region 2,Category 4,0.25,C
Product 3442,Sub Category 6,Region 2,Category 4,9.42,C
Product 3443,Sub Category 6,Region 2,Category 4,0,C
Product 3445,Sub Category 4,Region 2,Category 4,23.04,B
Product 3519,Sub Category 4,Region 2,Category 4,1,C
Product 3749,Sub Category 4,Region 2,Category 4,0.92,C
Product 3828,Sub Category 5,Region 2,Category 4,1.75,C
Product 3970,Sub Category 5,Region 2,Category 4,64.33,B
Product 4037,Sub Category 4,Region 2,Category 4,27,B
Product 4474,Sub Category 6,Region 2,Category 4,4.42,C
Product 504,Sub Category 4,Region 2,Category 4,1.67,C
Product 505,Sub Category 4,Region 2,Category 4,7.67,C
Product 506,Sub Category 6,Region 2,Category 4,1.5,C
Product 507,Sub Category 4,Region 2,Category 4,190.91,A
Product 508,Sub Category 5,Region 2,Category 4,34.67,B
Product 5095,Sub Category 4,Region 2,Category 4,0.17,C
Product 511,Sub Category 5,Region 2,Category 4,4,C
Product 512,Sub Category 4,Region 2,Category 4,237.83,A
Product 703,Sub Category 4,Region 2,Category 4,46.17,B
Product 7088,Sub Category 4,Region 2,Category 4,0,C
Product 7108,Sub Category 4,Region 2,Category 4,7.42,C
Product 7192,Sub Category 4,Region 2,Category 4,17,B
Product 7228,Sub Category 4,Region 2,Category 4,0.67,C
Product 7408,Sub Category 4,Region 2,Category 4,9.67,C
Product 7606,Sub Category 6,Region 2,Category 4,2,C
Product 7607,Sub Category 6,Region 2,Category 4,2,C
Product 7757,Sub Category 4,Region 2,Category 4,0.83,C
Product 851,Sub Category 5,Region 2,Category 4,0.33,C
Product 1,Sub Category 20,Region 2,Category 1,40.75,B
Product 104,Sub Category 18,Region 2,Category 1,1179.66,A
Product 105,Sub Category 20,Region 2,Category 1,2451.41,A
Product 106,Sub Category 20,Region 2,Category 1,3399.16,A
Product 107,Sub Category 19,Region 2,Category 1,1253.08,A
Product 108,Sub Category 20,Region 2,Category 1,181.38,A
Product 109,Sub Category 18,Region 2,Category 1,118.25,B
Product 110,Sub Category 20,Region 2,Category 1,1305.08,A
Product 112,Sub Category 19,Region 2,Category 1,22.58,C
Product 113,Sub Category 18,Region 2,Category 1,1.08,C
Product 114,Sub Category 20,Region 2,Category 1,3.75,C
Product 115,Sub Category 20,Region 2,Category 1,171.67,A
Product 116,Sub Category 18,Region 2,Category 1,308.5,A
Product 121,Sub Category 18,Region 2,Category 1,95,B
Product 126,Sub Category 20,Region 2,Category 1,220.25,A
Product 127,Sub Category 19,Region 2,Category 1,172.58,A
Product 129,Sub Category 18,Region 2,Category 1,102,B
Product 130,Sub Category 20,Region 2,Category 1,117.25,B
Product 131,Sub Category 20,Region 2,Category 1,0.25,C
Product 132,Sub Category 18,Region 2,Category 1,180.08,A
Product 1329,Sub Category 20,Region 2,Category 1,3.75,C
Product 133,Sub Category 20,Region 2,Category 1,19.08,C
Product 1330,Sub Category 20,Region 2,Category 1,7.08,C
Product 1331,Sub Category 20,Region 2,Category 1,136.66,B
Product 1332,Sub Category 20,Region 2,Category 1,3.5,C
Product 1333,Sub Category 20,Region 2,Category 1,3.83,C
Product 1337,Sub Category 20,Region 2,Category 1,104.25,B
Product 1338,Sub Category 20,Region 2,Category 1,56.67,B
Product 1339,Sub Category 20,Region 2,Category 1,0.83,C
Product 1345,Sub Category 20,Region 2,Category 1,38.5,B
Product 1346,Sub Category 18,Region 2,Category 1,2.58,C
Product 1347,Sub Category 20,Region 2,Category 1,1.67,C
Product 1349,Sub Category 20,Region 2,Category 1,3,C
Product 1350,Sub Category 20,Region 2,Category 1,4.17,C
Product 1351,Sub Category 20,Region 2,Category 1,0.33,C
Product 1353,Sub Category 18,Region 2,Category 1,6.08,C
Product 1354,Sub Category 18,Region 2,Category 1,16.25,C
Product 1355,Sub Category 18,Region 2,Category 1,2.33,C
Product 1356,Sub Category 18,Region 2,Category 1,5.08,C
Product 1358,Sub Category 18,Region 2,Category 1,24.17,C
Product 1359,Sub Category 20,Region 2,Category 1,6.96,C
Product 1360,Sub Category 18,Region 2,Category 1,2.58,C
Product 1363,Sub Category 20,Region 2,Category 1,0.33,C
Product 1364,Sub Category 20,Region 2,Category 1,325.75,A
Product 1365,Sub Category 20,Region 2,Category 1,18.33,C
Product 1368,Sub Category 20,Region 2,Category 1,0.17,C
Product 1369,Sub Category 20,Region 2,Category 1,2.83,C
Product 1370,Sub Category 18,Region 2,Category 1,57.67,B
Product 1371,Sub Category 20,Region 2,Category 1,22.08,C
Product 1372,Sub Category 19,Region 2,Category 1,31.58,B
Product 1382,Sub Category 20,Region 2,Category 1,1.75,C
Product 1393,Sub Category 20,Region 2,Category 1,816.83,A
Product 1394,Sub Category 20,Region 2,Category 1,374.5,A
Product 1395,Sub Category 18,Region 2,Category 1,0.33,C
Product 1396,Sub Category 18,Region 2,Category 1,50.42,B
Product 1397,Sub Category 18,Region 2,Category 1,6.42,C
Product 1398,Sub Category 20,Region 2,Category 1,178.5,A
Product 1399,Sub Category 20,Region 2,Category 1,295.08,A
Product 140,Sub Category 20,Region 2,Category 1,0.5,C
Product 1400,Sub Category 15,Region 2,Category 1,38.17,B
Product 1401,Sub Category 20,Region 2,Category 1,129.58,B
Product 1402,Sub Category 19,Region 2,Category 1,19.25,C
Product 141,Sub Category 18,Region 2,Category 1,0.5,C
Product 1410,Sub Category 18,Region 2,Category 1,183.33,A
Product 1411,Sub Category 20,Region 2,Category 1,67.58,B
Product 1412,Sub Category 18,Region 2,Category 1,122.67,B
Product 1413,Sub Category 19,Region 2,Category 1,2.33,C
Product 1414,Sub Category 20,Region 2,Category 1,72.25,B
Product 1415,Sub Category 18,Region 2,Category 1,9.33,C
Product 1416,Sub Category 18,Region 2,Category 1,2.5,C
Product 1417,Sub Category 18,Region 2,Category 1,5.17,C
Product 1418,Sub Category 18,Region 2,Category 1,4,C
Product 1419,Sub Category 20,Region 2,Category 1,5,C
Product 1420,Sub Category 18,Region 2,Category 1,2.75,C
Product 1421,Sub Category 18,Region 2,Category 1,2.17,C
Product 1423,Sub Category 16,Region 2,Category 1,0.83,C
Product 1424,Sub Category 16,Region 2,Category 1,6.25,C
Product 1425,Sub Category 16,Region 2,Category 1,7,C
Product 1426,Sub Category 16,Region 2,Category 1,11.92,C
Product 1427,Sub Category 16,Region 2,Category 1,29.17,B
Product 1428,Sub Category 16,Region 2,Category 1,6.58,C
Product 1430,Sub Category 18,Region 2,Category 1,4.08,C
Product 1431,Sub Category 20,Region 2,Category 1,105.08,B
Product 1432,Sub Category 20,Region 2,Category 1,4.75,C
Product 1433,Sub Category 20,Region 2,Category 1,2.08,C
Product 1434,Sub Category 20,Region 2,Category 1,0.5,C
Product 1439,Sub Category 20,Region 2,Category 1,86.25,B
Product 1440,Sub Category 19,Region 2,Category 1,11.58,C
Product 1441,Sub Category 20,Region 2,Category 1,1.75,C
Product 1442,Sub Category 20,Region 2,Category 1,0.5,C
Product 1444,Sub Category 18,Region 2,Category 1,0.25,C
Product 1446,Sub Category 20,Region 2,Category 1,16.5,C
Product 1447,Sub Category 20,Region 2,Category 1,27.67,C
Product 1448,Sub Category 20,Region 2,Category 1,45.83,B
Product 1449,Sub Category 20,Region 2,Category 1,1.75,C
Product 1451,Sub Category 18,Region 2,Category 1,0.5,C
Product 1452,Sub Category 18,Region 2,Category 1,4.17,C
Product 1453,Sub Category 18,Region 2,Category 1,0.17,C
Product 1454,Sub Category 7,Region 2,Category 1,2.06,C
Product 1455,Sub Category 18,Region 2,Category 1,44.33,B
Product 1456,Sub Category 18,Region 2,Category 1,58.42,B
Product 1457,Sub Category 18,Region 2,Category 1,32.58,B
Product 1458,Sub Category 20,Region 2,Category 1,77.25,B
Product 1459,Sub Category 18,Region 2,Category 1,0.5,C
Product 1460,Sub Category 18,Region 2,Category 1,0.67,C
Product 1463,Sub Category 18,Region 2,Category 1,16.17,C
Product 1464,Sub Category 18,Region 2,Category 1,0.75,C
Product 1465,Sub Category 18,Region 2,Category 1,0.25,C
Product 1466,Sub Category 18,Region 2,Category 1,1.08,C
Product 1467,Sub Category 18,Region 2,Category 1,28.83,C
Product 1468,Sub Category 18,Region 2,Category 1,2.29,C
Product 1471,Sub Category 17,Region 2,Category 1,288,A
Product 1472,Sub Category 17,Region 2,Category 1,2,C
Product 1473,Sub Category 17,Region 2,Category 1,288,A
Product 1474,Sub Category 17,Region 2,Category 1,120,B
Product 1475,Sub Category 17,Region 2,Category 1,4.32,C
Product 1476,Sub Category 17,Region 2,Category 1,2.8,C
Product 1477,Sub Category 17,Region 2,Category 1,13.44,C
Product 1478,Sub Category 17,Region 2,Category 1,23.6,C
Product 1479,Sub Category 17,Region 2,Category 1,4.6,C
Product 1480,Sub Category 17,Region 2,Category 1,33.07,B
Product 1481,Sub Category 17,Region 2,Category 1,13.97,C
Product 1482,Sub Category 17,Region 2,Category 1,15.57,C
Product 1483,Sub Category 17,Region 2,Category 1,22.72,C
Product 1484,Sub Category 17,Region 2,Category 1,4.98,C
Product 1485,Sub Category 18,Region 2,Category 1,59.75,B
Product 1486,Sub Category 18,Region 2,Category 1,12.92,C
Product 1487,Sub Category 18,Region 2,Category 1,98.67,B
Product 1488,Sub Category 18,Region 2,Category 1,83.25,B
Product 1489,Sub Category 18,Region 2,Category 1,43.83,B
Product 149,Sub Category 18,Region 2,Category 1,82.67,B
Product 1490,Sub Category 20,Region 2,Category 1,5.83,C
Product 1496,Sub Category 18,Region 2,Category 1,1.33,C
Product 1497,Sub Category 18,Region 2,Category 1,16.67,C
Product 151,Sub Category 18,Region 2,Category 1,1987.58,A
Product 1510,Sub Category 20,Region 2,Category 1,72.33,B
Product 1511,Sub Category 19,Region 2,Category 1,77.83,B
Product 1512,Sub Category 19,Region 2,Category 1,8,C
Product 1513,Sub Category 20,Region 2,Category 1,1600.83,A
Product 1514,Sub Category 19,Region 2,Category 1,128.75,B
Product 1515,Sub Category 20,Region 2,Category 1,20.92,C
Product 1516,Sub Category 20,Region 2,Category 1,41.58,B
Product 1517,Sub Category 20,Region 2,Category 1,98,B
Product 1518,Sub Category 20,Region 2,Category 1,180.17,A
Product 1519,Sub Category 18,Region 2,Category 1,78.67,B
Product 152,Sub Category 20,Region 2,Category 1,1372.5,A
Product 1520,Sub Category 19,Region 2,Category 1,1187,A
Product 1521,Sub Category 20,Region 2,Category 1,204.58,A
Product 1523,Sub Category 20,Region 2,Category 1,339,A
Product 1524,Sub Category 18,Region 2,Category 1,3.58,C
Product 1525,Sub Category 20,Region 2,Category 1,956.5,A
Product 1526,Sub Category 18,Region 2,Category 1,231.66,A
Product 1527,Sub Category 20,Region 2,Category 1,362.58,A
Product 1528,Sub Category 18,Region 2,Category 1,218.08,A
Product 153,Sub Category 20,Region 2,Category 1,1245.91,A
Product 1530,Sub Category 20,Region 2,Category 1,109.08,B
Product 1534,Sub Category 20,Region 2,Category 1,245.67,A
Product 1535,Sub Category 20,Region 2,Category 1,13.67,C
Product 1536,Sub Category 18,Region 2,Category 1,49.75,B
Product 1537,Sub Category 18,Region 2,Category 1,46.25,B
Product 1538,Sub Category 20,Region 2,Category 1,245.83,A
Product 1539,Sub Category 19,Region 2,Category 1,154.5,A
Product 154,Sub Category 20,Region 2,Category 1,963.91,A
Product 1540,Sub Category 20,Region 2,Category 1,9.08,C
Product 1541,Sub Category 20,Region 2,Category 1,355.83,A
Product 1542,Sub Category 20,Region 2,Category 1,0.83,C
Product 1543,Sub Category 20,Region 2,Category 1,4.25,C
Product 1544,Sub Category 20,Region 2,Category 1,7.58,C
Product 1545,Sub Category 18,Region 2,Category 1,2.92,C
Product 1547,Sub Category 18,Region 2,Category 1,0.75,C
Product 1548,Sub Category 20,Region 2,Category 1,24.17,C
Product 1549,Sub Category 18,Region 2,Category 1,23.17,C
Product 155,Sub Category 18,Region 2,Category 1,266.91,A
Product 1550,Sub Category 18,Region 2,Category 1,3.25,C
Product 1551,Sub Category 20,Region 2,Category 1,283.83,A
Product 1552,Sub Category 20,Region 2,Category 1,18,C
Product 1553,Sub Category 20,Region 2,Category 1,4.67,C
Product 1554,Sub Category 20,Region 2,Category 1,29.17,B
Product 1555,Sub Category 18,Region 2,Category 1,430.24,A
Product 1556,Sub Category 18,Region 2,Category 1,3.92,C
Product 1557,Sub Category 18,Region 2,Category 1,4.25,C
Product 1558,Sub Category 19,Region 2,Category 1,1.67,C
Product 156,Sub Category 20,Region 2,Category 1,248.83,A
Product 1560,Sub Category 20,Region 2,Category 1,50,B
Product 1561,Sub Category 18,Region 2,Category 1,136.66,B
Product 1562,Sub Category 15,Region 2,Category 1,1.5,C
Product 1563,Sub Category 15,Region 2,Category 1,3.17,C
Product 1564,Sub Category 16,Region 2,Category 1,17.83,C
Product 1565,Sub Category 15,Region 2,Category 1,7.12,C
Product 1568,Sub Category 18,Region 2,Category 1,1.67,C
Product 1569,Sub Category 20,Region 2,Category 1,10.33,C
Product 157,Sub Category 20,Region 2,Category 1,39.92,B
Product 1570,Sub Category 18,Region 2,Category 1,26.83,C
Product 1571,Sub Category 18,Region 2,Category 1,33.5,B
Product 1572,Sub Category 20,Region 2,Category 1,72.08,B
Product 1583,Sub Category 20,Region 2,Category 1,8.42,C
Product 1584,Sub Category 18,Region 2,Category 1,4.08,C
Product 1586,Sub Category 20,Region 2,Category 1,75.5,B
Product 1587,Sub Category 20,Region 2,Category 1,68.58,B
Product 1588,Sub Category 20,Region 2,Category 1,11.17,C
Product 1589,Sub Category 20,Region 2,Category 1,60.33,B
Product 159,Sub Category 20,Region 2,Category 1,20.22,C
Product 160,Sub Category 18,Region 2,Category 1,23.04,C
Product 1609,Sub Category 18,Region 2,Category 1,5,C
Product 161,Sub Category 18,Region 2,Category 1,467.66,A
