ItemId,Category,Plan,Super.Category,Volume,ABClass
Product 1306,Sub Category 14,Region 3,Category 2,4.75,C
Product 1308,Sub Category 14,Region 3,Category 2,0.33,C
Product 1322,Sub Category 9,Region 3,Category 2,30,C
Product 1325,Sub Category 9,Region 3,Category 2,1.24,C
Product 1326,Sub Category 9,Region 3,Category 2,1.79,C
Product 1334,Sub Category 9,Region 3,Category 2,0.67,C
Product 1335,Sub Category 9,Region 3,Category 2,0.5,C
Product 1336,Sub Category 9,Region 3,Category 2,0.08,C
Product 1385,Sub Category 14,Region 3,Category 2,6.33,C
Product 1386,Sub Category 3,Region 3,Category 2,0.08,C
Product 1387,Sub Category 3,Region 3,Category 2,248.22,B
Product 1388,Sub Category 3,Region 3,Category 2,0.08,C
Product 1390,Sub Category 3,Region 3,Category 2,0.08,C
Product 1391,Sub Category 3,Region 3,Category 2,1.33,C
Product 1392,Sub Category 3,Region 3,Category 2,0.78,C
Product 1435,Sub Category 9,Region 3,Category 2,0.08,C
Product 1436,Sub Category 9,Region 3,Category 2,4.78,C
Product 1437,Sub Category 9,Region 3,Category 2,0.11,C
Product 1438,Sub Category 9,Region 3,Category 2,4,C
Product 1443,Sub Category 9,Region 3,Category 2,10.58,C
Product 1491,Sub Category 9,Region 3,Category 2,0.67,C
Product 1492,Sub Category 9,Region 3,Category 2,0.33,C
Product 1493,Sub Category 9,Region 3,Category 2,1.67,C
Product 1494,Sub Category 9,Region 3,Category 2,1.42,C
Product 1495,Sub Category 9,Region 3,Category 2,0.33,C
Product 1503,Sub Category 13,Region 3,Category 2,0.58,C
Product 1579,Sub Category 3,Region 3,Category 2,33.99,C
Product 1580,Sub Category 3,Region 3,Category 2,5.68,C
Product 1582,Sub Category 3,Region 3,Category 2,3.13,C
Product 1592,Sub Category 11,Region 3,Category 2,196.66,B
Product 1593,Sub Category 11,Region 3,Category 2,154.75,B
Product 1594,Sub Category 14,Region 3,Category 2,345.11,B
Product 1595,Sub Category 14,Region 3,Category 2,3.67,C
Product 1596,Sub Category 8,Region 3,Category 2,0.54,C
Product 1597,Sub Category 14,Region 3,Category 2,1775.66,A
Product 1598,Sub Category 8,Region 3,Category 2,3.03,C
Product 1601,Sub Category 8,Region 3,Category 2,479.91,A
Product 1602,Sub Category 8,Region 3,Category 2,176.55,B
Product 1603,Sub Category 13,Region 3,Category 2,88.22,C
Product 1604,Sub Category 14,Region 3,Category 2,70,C
Product 1605,Sub Category 9,Region 3,Category 2,6,C
Product 1606,Sub Category 13,Region 3,Category 2,1667.1,A
Product 1607,Sub Category 13,Region 3,Category 2,117.75,B
Product 1608,Sub Category 8,Region 3,Category 2,0.47,C
Product 1640,Sub Category 14,Region 3,Category 2,1.17,C
Product 1644,Sub Category 14,Region 3,Category 2,1,C
Product 1645,Sub Category 14,Region 3,Category 2,4.33,C
Product 1648,Sub Category 12,Region 3,Category 2,0.75,C
Product 1649,Sub Category 12,Region 3,Category 2,25,C
Product 1657,Sub Category 12,Region 3,Category 2,3.83,C
Product 1658,Sub Category 12,Region 3,Category 2,0.5,C
Product 1667,Sub Category 12,Region 3,Category 2,155.22,B
Product 1668,Sub Category 12,Region 3,Category 2,150.22,B
Product 1669,Sub Category 12,Region 3,Category 2,23.64,C
Product 1670,Sub Category 12,Region 3,Category 2,22.17,C
Product 1672,Sub Category 12,Region 3,Category 2,3.17,C
Product 1673,Sub Category 12,Region 3,Category 2,8.42,C
Product 1674,Sub Category 12,Region 3,Category 2,26.83,C
Product 1675,Sub Category 12,Region 3,Category 2,209.58,B
Product 1676,Sub Category 12,Region 3,Category 2,11.42,C
Product 1680,Sub Category 12,Region 3,Category 2,3.71,C
Product 1754,Sub Category 12,Region 3,Category 2,0.08,C
Product 1756,Sub Category 12,Region 3,Category 2,0.86,C
Product 1757,Sub Category 12,Region 3,Category 2,2.8,C
Product 1820,Sub Category 3,Region 3,Category 2,69.55,C
Product 1822,Sub Category 9,Region 3,Category 2,4.9,C
Product 1824,Sub Category 9,Region 3,Category 2,21.6,C
Product 1825,Sub Category 9,Region 3,Category 2,28,C
Product 1827,Sub Category 8,Region 3,Category 2,158.11,B
Product 1830,Sub Category 11,Region 3,Category 2,76.75,C
Product 1831,Sub Category 13,Region 3,Category 2,75.11,C
Product 1832,Sub Category 13,Region 3,Category 2,190,B
Product 1833,Sub Category 13,Region 3,Category 2,103.78,B
Product 1834,Sub Category 13,Region 3,Category 2,140,B
Product 1835,Sub Category 13,Region 3,Category 2,4.67,C
Product 1838,Sub Category 14,Region 3,Category 2,0.08,C
Product 1840,Sub Category 14,Region 3,Category 2,7.17,C
Product 1842,Sub Category 14,Region 3,Category 2,3.49,C
Product 1850,Sub Category 9,Region 3,Category 2,1.28,C
Product 1853,Sub Category 9,Region 3,Category 2,0.44,C
Product 1854,Sub Category 14,Region 3,Category 2,0.94,C
Product 1856,Sub Category 8,Region 3,Category 2,0.31,C
Product 1857,Sub Category 14,Region 3,Category 2,1.71,C
Product 1861,Sub Category 12,Region 3,Category 2,0.23,C
Product 1878,Sub Category 9,Region 3,Category 2,0.22,C
Product 1880,Sub Category 14,Region 3,Category 2,7.78,C
Product 1882,Sub Category 3,Region 3,Category 2,3.22,C
Product 1883,Sub Category 14,Region 3,Category 2,15.89,C
Product 1887,Sub Category 9,Region 3,Category 2,0.04,C
Product 1889,Sub Category 9,Region 3,Category 2,0.11,C
Product 1890,Sub Category 9,Region 3,Category 2,0.27,C
Product 1892,Sub Category 9,Region 3,Category 2,0.2,C
Product 1893,Sub Category 9,Region 3,Category 2,0.36,C
Product 1894,Sub Category 9,Region 3,Category 2,0.13,C
Product 1895,Sub Category 9,Region 3,Category 2,0.07,C
Product 1896,Sub Category 9,Region 3,Category 2,0.07,C
Product 1898,Sub Category 9,Region 3,Category 2,0.09,C
Product 1903,Sub Category 9,Region 3,Category 2,0.17,C
Product 1904,Sub Category 9,Region 3,Category 2,0.17,C
Product 1905,Sub Category 9,Region 3,Category 2,0.17,C
Product 1906,Sub Category 3,Region 3,Category 2,178.42,B
Product 1917,Sub Category 14,Region 3,Category 2,619.83,A
Product 1940,Sub Category 14,Region 3,Category 2,0.7,C
Product 1942,Sub Category 8,Region 3,Category 2,0.16,C
Product 1945,Sub Category 9,Region 3,Category 2,29.56,C
Product 1956,Sub Category 11,Region 3,Category 2,4.11,C
Product 1961,Sub Category 14,Region 3,Category 2,5.83,C
Product 1970,Sub Category 13,Region 3,Category 2,11.17,C
Product 1972,Sub Category 13,Region 3,Category 2,8.28,C
Product 1981,Sub Category 8,Region 3,Category 2,12.28,C
Product 1982,Sub Category 14,Region 3,Category 2,161.58,B
Product 1984,Sub Category 14,Region 3,Category 2,300.16,B
Product 1985,Sub Category 14,Region 3,Category 2,0.92,C
Product 1986,Sub Category 14,Region 3,Category 2,155.48,B
Product 1987,Sub Category 9,Region 3,Category 2,33.25,C
Product 1998,Sub Category 9,Region 3,Category 2,0.03,C
Product 2002,Sub Category 9,Region 3,Category 2,0.08,C
Product 2003,Sub Category 9,Region 3,Category 2,0.02,C
Product 2008,Sub Category 13,Region 3,Category 2,594.83,A
Product 2009,Sub Category 13,Region 3,Category 2,588.5,A
Product 2074,Sub Category 9,Region 3,Category 2,1.89,C
Product 2090,Sub Category 8,Region 3,Category 2,0.11,C
Product 2153,Sub Category 9,Region 3,Category 2,23.33,C
Product 2154,Sub Category 9,Region 3,Category 2,282.95,B
Product 2156,Sub Category 9,Region 3,Category 2,10.71,C
Product 2157,Sub Category 9,Region 3,Category 2,3.83,C
Product 2203,Sub Category 9,Region 3,Category 2,7.08,C
Product 2212,Sub Category 9,Region 3,Category 2,0.54,C
Product 2251,Sub Category 9,Region 3,Category 2,2.96,C
Product 2252,Sub Category 9,Region 3,Category 2,5.68,C
Product 2253,Sub Category 9,Region 3,Category 2,1.32,C
Product 226,Sub Category 14,Region 3,Category 2,0.11,C
Product 2260,Sub Category 3,Region 3,Category 2,0,C
Product 227,Sub Category 14,Region 3,Category 2,0.23,C
Product 2270,Sub Category 9,Region 3,Category 2,11.11,C
Product 2277,Sub Category 14,Region 3,Category 2,297.88,B
Product 2278,Sub Category 14,Region 3,Category 2,105.75,B
Product 2280,Sub Category 14,Region 3,Category 2,88.44,C
Product 2282,Sub Category 11,Region 3,Category 2,11,C
Product 2284,Sub Category 9,Region 3,Category 2,5.67,C
Product 2285,Sub Category 9,Region 3,Category 2,35.25,C
Product 2286,Sub Category 11,Region 3,Category 2,5703.49,A
Product 230,Sub Category 9,Region 3,Category 2,15.89,C
Product 231,Sub Category 9,Region 3,Category 2,1.79,C
Product 2317,Sub Category 3,Region 3,Category 2,1336.83,A
Product 2318,Sub Category 14,Region 3,Category 2,1682.41,A
Product 2319,Sub Category 9,Region 3,Category 2,0.12,C
Product 2321,Sub Category 11,Region 3,Category 2,29.33,C
Product 2324,Sub Category 14,Region 3,Category 2,11,C
Product 2328,Sub Category 14,Region 3,Category 2,3.11,C
Product 2329,Sub Category 14,Region 3,Category 2,1291.44,A
Product 2330,Sub Category 8,Region 3,Category 2,285.16,B
Product 2331,Sub Category 14,Region 3,Category 2,5.11,C
Product 2332,Sub Category 14,Region 3,Category 2,11.67,C
Product 2341,Sub Category 14,Region 3,Category 2,457.66,A
Product 2344,Sub Category 13,Region 3,Category 2,489.08,A
Product 2345,Sub Category 14,Region 3,Category 2,27,C
Product 2347,Sub Category 14,Region 3,Category 2,2089.58,A
Product 2350,Sub Category 13,Region 3,Category 2,12,C
Product 2411,Sub Category 11,Region 3,Category 2,199.88,B
Product 2412,Sub Category 10,Region 3,Category 2,17.75,C
Product 2413,Sub Category 10,Region 3,Category 2,1.47,C
Product 2414,Sub Category 10,Region 3,Category 2,6.54,C
Product 2415,Sub Category 10,Region 3,Category 2,8.92,C
Product 2419,Sub Category 9,Region 3,Category 2,-0.17,C
Product 2420,Sub Category 9,Region 3,Category 2,1.17,C
Product 2423,Sub Category 9,Region 3,Category 2,0.92,C
Product 2448,Sub Category 9,Region 3,Category 2,4.25,C
Product 2460,Sub Category 14,Region 3,Category 2,3.67,C
Product 2461,Sub Category 14,Region 3,Category 2,0.15,C
Product 2463,Sub Category 14,Region 3,Category 2,293.91,B
Product 2464,Sub Category 14,Region 3,Category 2,433.5,B
Product 2465,Sub Category 14,Region 3,Category 2,3.81,C
Product 2467,Sub Category 14,Region 3,Category 2,28.5,C
Product 2468,Sub Category 14,Region 3,Category 2,443.66,B
Product 2470,Sub Category 14,Region 3,Category 2,3.08,C
Product 2471,Sub Category 14,Region 3,Category 2,50,C
Product 2472,Sub Category 14,Region 3,Category 2,5.15,C
Product 2474,Sub Category 14,Region 3,Category 2,3026.24,A
Product 2476,Sub Category 14,Region 3,Category 2,451.44,A
Product 2477,Sub Category 14,Region 3,Category 2,8.17,C
Product 2478,Sub Category 14,Region 3,Category 2,25094.08,A
Product 2504,Sub Category 11,Region 3,Category 2,10.97,C
Product 2508,Sub Category 14,Region 3,Category 2,0.16,C
Product 2509,Sub Category 14,Region 3,Category 2,0.39,C
Product 2510,Sub Category 14,Region 3,Category 2,0.31,C
Product 2515,Sub Category 9,Region 3,Category 2,17.03,C
Product 2516,Sub Category 9,Region 3,Category 2,0.03,C
Product 2518,Sub Category 3,Region 3,Category 2,0.16,C
Product 2521,Sub Category 11,Region 3,Category 2,0.08,C
Product 2522,Sub Category 11,Region 3,Category 2,8.63,C
Product 2525,Sub Category 3,Region 3,Category 2,2.78,C
Product 2535,Sub Category 3,Region 3,Category 2,16.89,C
Product 2536,Sub Category 3,Region 3,Category 2,308.55,B
Product 2537,Sub Category 3,Region 3,Category 2,0.08,C
Product 2538,Sub Category 3,Region 3,Category 2,16.25,C
Product 2540,Sub Category 3,Region 3,Category 2,0.7,C
Product 2541,Sub Category 3,Region 3,Category 2,43.55,C
Product 2542,Sub Category 3,Region 3,Category 2,0.31,C
Product 2543,Sub Category 3,Region 3,Category 2,0.98,C
Product 2544,Sub Category 8,Region 3,Category 2,20.3,C
Product 265,Sub Category 10,Region 3,Category 2,294.98,B
Product 266,Sub Category 10,Region 3,Category 2,191.98,B
Product 267,Sub Category 10,Region 3,Category 2,379.47,B
Product 268,Sub Category 10,Region 3,Category 2,214.83,B
Product 269,Sub Category 10,Region 3,Category 2,295.59,B
Product 270,Sub Category 10,Region 3,Category 2,204.17,B
Product 2735,Sub Category 11,Region 3,Category 2,2.02,C
Product 2739,Sub Category 12,Region 3,Category 2,15.17,C
Product 2745,Sub Category 13,Region 3,Category 2,0.97,C
Product 2748,Sub Category 13,Region 3,Category 2,1.25,C
Product 2756,Sub Category 13,Region 3,Category 2,0.31,C
Product 2762,Sub Category 13,Region 3,Category 2,7.89,C
Product 2763,Sub Category 13,Region 3,Category 2,2.89,C
Product 2766,Sub Category 13,Region 3,Category 2,0.83,C
Product 2767,Sub Category 13,Region 3,Category 2,2.33,C
Product 2768,Sub Category 13,Region 3,Category 2,5.17,C
Product 2770,Sub Category 13,Region 3,Category 2,0.08,C
Product 2771,Sub Category 13,Region 3,Category 2,1.08,C
Product 2772,Sub Category 13,Region 3,Category 2,-0.33,C
Product 2774,Sub Category 13,Region 3,Category 2,2.25,C
Product 2779,Sub Category 13,Region 3,Category 2,189.44,B
Product 2781,Sub Category 13,Region 3,Category 2,336.58,B
Product 2783,Sub Category 13,Region 3,Category 2,3.98,C
Product 2854,Sub Category 13,Region 3,Category 2,0.5,C
Product 2855,Sub Category 13,Region 3,Category 2,185,B
Product 2856,Sub Category 12,Region 3,Category 2,4.33,C
Product 2863,Sub Category 9,Region 3,Category 2,11.22,C
Product 2864,Sub Category 9,Region 3,Category 2,6.11,C
Product 2865,Sub Category 9,Region 3,Category 2,3.11,C
Product 2866,Sub Category 9,Region 3,Category 2,10.11,C
Product 2979,Sub Category 11,Region 3,Category 2,2.44,C
Product 2980,Sub Category 11,Region 3,Category 2,1.89,C
Product 2982,Sub Category 11,Region 3,Category 2,4.56,C
Product 2990,Sub Category 11,Region 3,Category 2,0.11,C
Product 2997,Sub Category 11,Region 3,Category 2,1.65,C
Product 2998,Sub Category 3,Region 3,Category 2,1755.33,A
Product 2999,Sub Category 3,Region 3,Category 2,603.88,A
Product 3000,Sub Category 3,Region 3,Category 2,200.5,B
Product 3002,Sub Category 3,Region 3,Category 2,201.44,B
Product 3003,Sub Category 12,Region 3,Category 2,0.42,C
Product 3011,Sub Category 13,Region 3,Category 2,0.47,C
Product 3058,Sub Category 14,Region 3,Category 2,4.42,C
Product 3059,Sub Category 13,Region 3,Category 2,58.78,C
Product 3060,Sub Category 3,Region 3,Category 2,59.83,C
Product 3066,Sub Category 9,Region 3,Category 2,11.86,C
Product 307,Sub Category 14,Region 3,Category 2,415.11,B
Product 3072,Sub Category 9,Region 3,Category 2,6.28,C
Product 3073,Sub Category 9,Region 3,Category 2,7.37,C
Product 3075,Sub Category 11,Region 3,Category 2,1.17,C
Product 308,Sub Category 3,Region 3,Category 2,35.62,C
Product 3080,Sub Category 14,Region 3,Category 2,2.75,C
Product 3081,Sub Category 14,Region 3,Category 2,3.44,C
Product 3082,Sub Category 14,Region 3,Category 2,28,C
Product 3088,Sub Category 9,Region 3,Category 2,5.22,C
Product 3089,Sub Category 3,Region 3,Category 2,355.33,B
Product 309,Sub Category 3,Region 3,Category 2,7.54,C
Product 3094,Sub Category 13,Region 3,Category 2,17,C
Product 3095,Sub Category 14,Region 3,Category 2,1.22,C
Product 3096,Sub Category 14,Region 3,Category 2,2.89,C
Product 310,Sub Category 3,Region 3,Category 2,0.7,C
Product 3101,Sub Category 14,Region 3,Category 2,6.67,C
Product 3102,Sub Category 14,Region 3,Category 2,1.11,C
Product 3106,Sub Category 14,Region 3,Category 2,10.56,C
Product 3107,Sub Category 11,Region 3,Category 2,34.33,C
Product 311,Sub Category 9,Region 3,Category 2,9.72,C
Product 3110,Sub Category 14,Region 3,Category 2,1,C
Product 3111,Sub Category 14,Region 3,Category 2,1.33,C
Product 3112,Sub Category 14,Region 3,Category 2,1.11,C
Product 3115,Sub Category 14,Region 3,Category 2,63.08,C
Product 3116,Sub Category 14,Region 3,Category 2,396.91,B
Product 3117,Sub Category 14,Region 3,Category 2,6671.21,A
Product 3119,Sub Category 3,Region 3,Category 2,381.5,B
Product 312,Sub Category 9,Region 3,Category 2,4.12,C
Product 3121,Sub Category 11,Region 3,Category 2,551,A
Product 3122,Sub Category 14,Region 3,Category 2,26.92,C
Product 3123,Sub Category 3,Region 3,Category 2,37.92,C
Product 3125,Sub Category 13,Region 3,Category 2,705.91,A
Product 3126,Sub Category 14,Region 3,Category 2,2605.83,A
Product 3128,Sub Category 11,Region 3,Category 2,30.67,C
Product 313,Sub Category 14,Region 3,Category 2,1.33,C
Product 3130,Sub Category 11,Region 3,Category 2,80.17,C
Product 3131,Sub Category 11,Region 3,Category 2,5.67,C
Product 3132,Sub Category 11,Region 3,Category 2,113.42,B
Product 3133,Sub Category 11,Region 3,Category 2,98.83,B
Product 3134,Sub Category 11,Region 3,Category 2,1.25,C
Product 3135,Sub Category 13,Region 3,Category 2,949.86,A
Product 3136,Sub Category 3,Region 3,Category 2,35.67,C
Product 3137,Sub Category 14,Region 3,Category 2,0.56,C
Product 3138,Sub Category 13,Region 3,Category 2,32.55,C
Product 314,Sub Category 3,Region 3,Category 2,48.14,C
Product 315,Sub Category 14,Region 3,Category 2,52.27,C
Product 316,Sub Category 11,Region 3,Category 2,2.96,C
Product 317,Sub Category 3,Region 3,Category 2,1083.1,A
Product 3176,Sub Category 13,Region 3,Category 2,739.44,A
Product 3177,Sub Category 13,Region 3,Category 2,62.25,C
Product 318,Sub Category 3,Region 3,Category 2,6464.55,A
Product 3196,Sub Category 14,Region 3,Category 2,412.11,B
Product 3198,Sub Category 14,Region 3,Category 2,1104,A
Product 320,Sub Category 14,Region 3,Category 2,81.78,C
Product 3200,Sub Category 14,Region 3,Category 2,0.93,C
Product 3202,Sub Category 14,Region 3,Category 2,0.93,C
Product 3203,Sub Category 14,Region 3,Category 2,0.08,C
Product 3204,Sub Category 14,Region 3,Category 2,3.89,C
Product 3205,Sub Category 14,Region 3,Category 2,0.86,C
Product 3206,Sub Category 14,Region 3,Category 2,6.46,C
Product 3207,Sub Category 14,Region 3,Category 2,150.5,B
Product 3208,Sub Category 14,Region 3,Category 2,938.33,A
Product 3209,Sub Category 14,Region 3,Category 2,60.25,C
Product 321,Sub Category 14,Region 3,Category 2,0.54,C
Product 3211,Sub Category 9,Region 3,Category 2,0.67,C
Product 3213,Sub Category 9,Region 3,Category 2,2.08,C
Product 3214,Sub Category 14,Region 3,Category 2,1.56,C
Product 3215,Sub Category 14,Region 3,Category 2,0.08,C
Product 3216,Sub Category 14,Region 3,Category 2,2.02,C
Product 3217,Sub Category 14,Region 3,Category 2,1.48,C
Product 3218,Sub Category 14,Region 3,Category 2,0.17,C
Product 3219,Sub Category 14,Region 3,Category 2,0.08,C
Product 322,Sub Category 14,Region 3,Category 2,2.33,C
Product 3223,Sub Category 14,Region 3,Category 2,133.77,B
Product 3224,Sub Category 14,Region 3,Category 2,35.89,C
Product 3225,Sub Category 14,Region 3,Category 2,13.42,C
Product 3226,Sub Category 14,Region 3,Category 2,9.5,C
Product 3227,Sub Category 14,Region 3,Category 2,31.42,C
Product 3228,Sub Category 14,Region 3,Category 2,0.18,C
Product 3229,Sub Category 14,Region 3,Category 2,0.09,C
Product 323,Sub Category 14,Region 3,Category 2,0.23,C
Product 3230,Sub Category 14,Region 3,Category 2,0.04,C
Product 3233,Sub Category 14,Region 3,Category 2,134,B
Product 3236,Sub Category 14,Region 3,Category 2,135.78,B
Product 3237,Sub Category 14,Region 3,Category 2,64.67,C
Product 3238,Sub Category 14,Region 3,Category 2,9.33,C
Product 3239,Sub Category 14,Region 3,Category 2,9.42,C
Product 324,Sub Category 14,Region 3,Category 2,4.28,C
Product 3240,Sub Category 8,Region 3,Category 2,0.23,C
Product 3241,Sub Category 8,Region 3,Category 2,80.22,C
Product 3244,Sub Category 8,Region 3,Category 2,3.75,C
Product 3245,Sub Category 8,Region 3,Category 2,0.9,C
Product 3247,Sub Category 14,Region 3,Category 2,50.11,C
Product 3248,Sub Category 14,Region 3,Category 2,20.14,C
Product 3249,Sub Category 14,Region 3,Category 2,0.4,C
Product 3250,Sub Category 11,Region 3,Category 2,11.82,C
Product 3251,Sub Category 3,Region 3,Category 2,72.67,C
Product 3253,Sub Category 3,Region 3,Category 2,7.31,C
Product 3255,Sub Category 14,Region 3,Category 2,0.89,C
Product 3256,Sub Category 14,Region 3,Category 2,1.17,C
Product 3279,Sub Category 13,Region 3,Category 2,4.2,C
Product 3280,Sub Category 14,Region 3,Category 2,23.72,C
Product 3340,Sub Category 13,Region 3,Category 2,18.44,C
Product 3407,Sub Category 14,Region 3,Category 2,3.92,C
Product 3423,Sub Category 14,Region 3,Category 2,6.69,C
Product 3451,Sub Category 13,Region 3,Category 2,0.16,C
Product 346,Sub Category 14,Region 3,Category 2,2.72,C
Product 347,Sub Category 14,Region 3,Category 2,1.17,C
Product 348,Sub Category 14,Region 3,Category 2,1.01,C
Product 349,Sub Category 14,Region 3,Category 2,0.08,C
Product 350,Sub Category 14,Region 3,Category 2,1.01,C
Product 351,Sub Category 14,Region 3,Category 2,1.01,C
Product 355,Sub Category 14,Region 3,Category 2,3.5,C
Product 356,Sub Category 14,Region 3,Category 2,1.79,C
Product 3563,Sub Category 12,Region 3,Category 2,0.08,C
Product 3576,Sub Category 13,Region 3,Category 2,593.58,A
Product 3577,Sub Category 13,Region 3,Category 2,841,A
Product 359,Sub Category 14,Region 3,Category 2,1.09,C
Product 3595,Sub Category 14,Region 3,Category 2,5.52,C
Product 3596,Sub Category 14,Region 3,Category 2,2.33,C
Product 3606,Sub Category 13,Region 3,Category 2,290.83,B
Product 3607,Sub Category 8,Region 3,Category 2,166.44,B
Product 3608,Sub Category 14,Region 3,Category 2,68.6,C
Product 3609,Sub Category 14,Region 3,Category 2,197.86,B
Product 3610,Sub Category 13,Region 3,Category 2,100.02,B
Product 3611,Sub Category 8,Region 3,Category 2,143.27,B
Product 3612,Sub Category 8,Region 3,Category 2,73.27,C
Product 363,Sub Category 14,Region 3,Category 2,126.55,B
Product 365,Sub Category 14,Region 3,Category 2,4.17,C
Product 3659,Sub Category 13,Region 3,Category 2,0.31,C
Product 370,Sub Category 3,Region 3,Category 2,7.16,C
Product 3701,Sub Category 8,Region 3,Category 2,0.08,C
Product 371,Sub Category 3,Region 3,Category 2,2.8,C
Product 372,Sub Category 3,Region 3,Category 2,2.18,C
Product 3720,Sub Category 14,Region 3,Category 2,0.39,C
Product 3722,Sub Category 8,Region 3,Category 2,2.64,C
Product 3729,Sub Category 8,Region 3,Category 2,18.75,C
Product 3730,Sub Category 13,Region 3,Category 2,0.16,C
Product 376,Sub Category 3,Region 3,Category 2,0.93,C
Product 377,Sub Category 3,Region 3,Category 2,0.06,C
Product 378,Sub Category 14,Region 3,Category 2,12.83,C
Product 3793,Sub Category 14,Region 3,Category 2,8,C
Product 3815,Sub Category 14,Region 3,Category 2,3308.33,A
Product 384,Sub Category 14,Region 3,Category 2,11.59,C
Product 3842,Sub Category 14,Region 3,Category 2,0.06,C
Product 3848,Sub Category 14,Region 3,Category 2,1.79,C
Product 385,Sub Category 14,Region 3,Category 2,0.39,C
Product 3854,Sub Category 9,Region 3,Category 2,4,C
Product 3855,Sub Category 9,Region 3,Category 2,3.08,C
Product 3861,Sub Category 14,Region 3,Category 2,3.97,C
Product 388,Sub Category 14,Region 3,Category 2,6.14,C
Product 389,Sub Category 14,Region 3,Category 2,72.26,C
Product 3890,Sub Category 14,Region 3,Category 2,9.2,C
Product 391,Sub Category 14,Region 3,Category 2,362.11,B
Product 3931,Sub Category 12,Region 3,Category 2,0.16,C
Product 3932,Sub Category 12,Region 3,Category 2,0.47,C
Product 395,Sub Category 14,Region 3,Category 2,0.58,C
Product 3957,Sub Category 14,Region 3,Category 2,73.58,C
Product 3969,Sub Category 8,Region 3,Category 2,0.08,C
Product 398,Sub Category 14,Region 3,Category 2,3.58,C
Product 3987,Sub Category 11,Region 3,Category 2,10.27,C
Product 402,Sub Category 14,Region 3,Category 2,7.47,C
Product 4039,Sub Category 9,Region 3,Category 2,0.39,C
Product 405,Sub Category 14,Region 3,Category 2,3.27,C
Product 406,Sub Category 14,Region 3,Category 2,5.37,C
Product 4065,Sub Category 14,Region 3,Category 2,1001.5,A
Product 4076,Sub Category 14,Region 3,Category 2,0.42,C
Product 4090,Sub Category 9,Region 3,Category 2,0.23,C
Product 411,Sub Category 14,Region 3,Category 2,0.23,C
Product 415,Sub Category 14,Region 3,Category 2,8.33,C
Product 4160,Sub Category 14,Region 3,Category 2,2,C
Product 417,Sub Category 14,Region 3,Category 2,28.92,C
Product 418,Sub Category 9,Region 3,Category 2,5.6,C
Product 420,Sub Category 12,Region 3,Category 2,0.11,C
Product 421,Sub Category 12,Region 3,Category 2,0.56,C
Product 4232,Sub Category 11,Region 3,Category 2,3.27,C
Product 424,Sub Category 12,Region 3,Category 2,0.78,C
Product 4245,Sub Category 14,Region 3,Category 2,647.64,A
Product 4250,Sub Category 14,Region 3,Category 2,20.46,C
Product 4251,Sub Category 8,Region 3,Category 2,88.35,C
Product 426,Sub Category 8,Region 3,Category 2,5.13,C
Product 429,Sub Category 14,Region 3,Category 2,792.88,A
Product 431,Sub Category 14,Region 3,Category 2,2.83,C
Product 433,Sub Category 8,Region 3,Category 2,0.08,C
Product 434,Sub Category 13,Region 3,Category 2,1,C
Product 435,Sub Category 13,Region 3,Category 2,0.33,C
Product 444,Sub Category 13,Region 3,Category 2,3.27,C
Product 447,Sub Category 13,Region 3,Category 2,36.79,C
Product 449,Sub Category 13,Region 3,Category 2,3.5,C
Product 455,Sub Category 13,Region 3,Category 2,14.11,C
Product 460,Sub Category 13,Region 3,Category 2,1.74,C
Product 4720,Sub Category 13,Region 3,Category 2,0.06,C
Product 503,Sub Category 3,Region 3,Category 2,0.31,C
Product 540,Sub Category 9,Region 3,Category 2,10.11,C
Product 5597,Sub Category 9,Region 3,Category 2,0.22,C
Product 603,Sub Category 9,Region 3,Category 2,0.23,C
Product 604,Sub Category 9,Region 3,Category 2,0.31,C
Product 606,Sub Category 9,Region 3,Category 2,0.08,C
Product 6194,Sub Category 9,Region 3,Category 2,0.08,C
Product 6606,Sub Category 8,Region 3,Category 2,0.11,C
Product 677,Sub Category 3,Region 3,Category 2,0.31,C
Product 679,Sub Category 3,Region 3,Category 2,2.02,C
Product 6853,Sub Category 14,Region 3,Category 2,4.67,C
Product 6888,Sub Category 14,Region 3,Category 2,1.32,C
Product 7,Sub Category 11,Region 3,Category 2,2,C
Product 7197,Sub Category 12,Region 3,Category 2,1.01,C
Product 7198,Sub Category 12,Region 3,Category 2,1.01,C
Product 7199,Sub Category 12,Region 3,Category 2,0.39,C
Product 7334,Sub Category 8,Region 3,Category 2,0.16,C
Product 7336,Sub Category 9,Region 3,Category 2,8,C
Product 7347,Sub Category 14,Region 3,Category 2,2.3,C
Product 7374,Sub Category 14,Region 3,Category 2,3216.11,A
Product 7375,Sub Category 14,Region 3,Category 2,528.33,A
Product 7376,Sub Category 14,Region 3,Category 2,89.46,B
Product 7377,Sub Category 14,Region 3,Category 2,143.06,B
Product 7379,Sub Category 3,Region 3,Category 2,41.67,C
Product 7381,Sub Category 14,Region 3,Category 2,13.17,C
Product 7382,Sub Category 14,Region 3,Category 2,241.5,B
Product 7386,Sub Category 14,Region 3,Category 2,313.5,B
Product 7388,Sub Category 14,Region 3,Category 2,185.44,B
Product 7415,Sub Category 8,Region 3,Category 2,6.44,C
Product 7416,Sub Category 8,Region 3,Category 2,9.83,C
Product 7428,Sub Category 8,Region 3,Category 2,4,C
