Category,ItemId,Plan,Super Category,Volume
Sub Category 20,Product 7263,Region 2,Category 1,0.42
Sub Category 20,Product 7264,Region 2,Category 1,0.5
Sub Category 20,Product 7265,Region 2,Category 1,0.25
Sub Category 20,Product 1399,Region 2,Category 1,295.08
Sub Category 20,Product 1401,Region 2,Category 1,129.58
Sub Category 20,Product 1398,Region 2,Category 1,178.5
Sub Category 20,Product 1394,Region 2,Category 1,374.5
Sub Category 20,Product 1393,Region 2,Category 1,816.83
Sub Category 20,Product 7318,Region 2,Category 1,6.54
Sub Category 20,Product 7433,Region 2,Category 1,53.25
Sub Category 20,Product 7434,Region 2,Category 1,17.33
Sub Category 20,Product 633,Region 2,Category 1,13.17
Sub Category 20,Product 1513,Region 2,Category 1,1600.83
Sub Category 20,Product 7409,Region 2,Category 1,1.92
Sub Category 20,Product 2450,Region 2,Category 1,54.25
Sub Category 20,Product 2453,Region 2,Category 1,19.92
Sub Category 20,Product 2452,Region 2,Category 1,2.75
Sub Category 20,Product 2451,Region 2,Category 1,123.5
Sub Category 20,Product 7404,Region 2,Category 1,0.58
Sub Category 20,Product 1551,Region 2,Category 1,283.83
Sub Category 20,Product 1552,Region 2,Category 1,18
Sub Category 20,Product 2845,Region 2,Category 1,54.83
Sub Category 20,Product 1541,Region 2,Category 1,355.83
Sub Category 20,Product 1543,Region 2,Category 1,4.25
Sub Category 20,Product 1544,Region 2,Category 1,7.58
Sub Category 20,Product 1542,Region 2,Category 1,0.83
Sub Category 20,Product 1548,Region 2,Category 1,24.17
Sub Category 20,Product 7077,Region 2,Category 1,239.17
Sub Category 20,Product 7752,Region 2,Category 1,10
Sub Category 20,Product 3327,Region 2,Category 1,8.25
Sub Category 20,Product 3474,Region 2,Category 1,0.25
Sub Category 20,Product 7516,Region 2,Category 1,5.58
Sub Category 20,Product 6783,Region 2,Category 1,0.67
Sub Category 20,Product 3267,Region 2,Category 1,1135
Sub Category 20,Product 1382,Region 2,Category 1,1.75
Sub Category 20,Product 7755,Region 2,Category 1,0.92
Sub Category 20,Product 7756,Region 2,Category 1,1.33
Sub Category 20,Product 756,Region 2,Category 1,4.42
Sub Category 20,Product 755,Region 2,Category 1,14.08
Sub Category 20,Product 753,Region 2,Category 1,2.92
Sub Category 20,Product 752,Region 2,Category 1,6.58
Sub Category 20,Product 741,Region 2,Category 1,1.17
Sub Category 20,Product 745,Region 2,Category 1,4
Sub Category 20,Product 746,Region 2,Category 1,7.08
Sub Category 20,Product 747,Region 2,Category 1,28
Sub Category 20,Product 1815,Region 2,Category 1,106.17
Sub Category 20,Product 1816,Region 2,Category 1,7.92
Sub Category 20,Product 1817,Region 2,Category 1,31.58
Sub Category 20,Product 3533,Region 2,Category 1,4
Sub Category 20,Product 6788,Region 2,Category 1,16.25
Sub Category 20,Product 3335,Region 2,Category 1,0.58
Sub Category 20,Product 1814,Region 2,Category 1,1.33
Sub Category 20,Product 3731,Region 2,Category 1,1.17
Sub Category 20,Product 3746,Region 2,Category 1,37
Sub Category 20,Product 3747,Region 2,Category 1,0.17
Sub Category 20,Product 7006,Region 2,Category 1,0.75
Sub Category 20,Product 1439,Region 2,Category 1,86.25
Sub Category 20,Product 1441,Region 2,Category 1,1.75
Sub Category 20,Product 1442,Region 2,Category 1,0.5
Sub Category 20,Product 3409,Region 2,Category 1,2.92
Sub Category 20,Product 3550,Region 2,Category 1,1.75
Sub Category 20,Product 3869,Region 2,Category 1,50.83
Sub Category 20,Product 673,Region 2,Category 1,15.25
Sub Category 20,Product 3195,Region 2,Category 1,1
Sub Category 20,Product 3194,Region 2,Category 1,5.92
Sub Category 20,Product 5500,Region 2,Category 1,1.42
Sub Category 20,Product 5506,Region 2,Category 1,0.25
Sub Category 20,Product 2447,Region 2,Category 1,14
Sub Category 20,Product 6774,Region 2,Category 1,16
Sub Category 20,Product 2444,Region 2,Category 1,25.5
Sub Category 20,Product 6936,Region 2,Category 1,2.25
Sub Category 20,Product 6937,Region 2,Category 1,24.08
Sub Category 20,Product 4162,Region 2,Category 1,2.58
Sub Category 20,Product 4165,Region 2,Category 1,2
Sub Category 20,Product 2838,Region 2,Category 1,38.75
Sub Category 20,Product 7343,Region 2,Category 1,0.67
Sub Category 20,Product 7344,Region 2,Category 1,1.17
Sub Category 20,Product 2728,Region 2,Category 1,0.25
Sub Category 20,Product 4119,Region 2,Category 1,3.25
Sub Category 20,Product 776,Region 2,Category 1,540.08
Sub Category 20,Product 774,Region 2,Category 1,1007.25
Sub Category 20,Product 3150,Region 2,Category 1,144
Sub Category 20,Product 3146,Region 2,Category 1,2.08
Sub Category 20,Product 769,Region 2,Category 1,290.5
Sub Category 20,Product 3152,Region 2,Category 1,8
Sub Category 20,Product 4041,Region 2,Category 1,0.83
Sub Category 20,Product 4043,Region 2,Category 1,1
Sub Category 20,Product 4047,Region 2,Category 1,0.25
Sub Category 20,Product 4048,Region 2,Category 1,0.17
Sub Category 20,Product 4049,Region 2,Category 1,0.17
Sub Category 20,Product 3874,Region 2,Category 1,0.5
Sub Category 20,Product 743,Region 2,Category 1,2.75
Sub Category 20,Product 635,Region 2,Category 1,191.17
Sub Category 20,Product 3712,Region 2,Category 1,48.58
Sub Category 20,Product 3714,Region 2,Category 1,95.08
Sub Category 20,Product 841,Region 2,Category 1,45.08
Sub Category 20,Product 2122,Region 2,Category 1,44.92
Sub Category 20,Product 2124,Region 2,Category 1,100.67
Sub Category 20,Product 2120,Region 2,Category 1,21.08
Sub Category 20,Product 2123,Region 2,Category 1,11.08
Sub Category 20,Product 4100,Region 2,Category 1,14
Sub Category 20,Product 551,Region 2,Category 1,274.16
Sub Category 20,Product 552,Region 2,Category 1,96.5
Sub Category 20,Product 554,Region 2,Category 1,70.5
Sub Category 20,Product 555,Region 2,Category 1,78.58
Sub Category 20,Product 577,Region 2,Category 1,29.25
Sub Category 20,Product 3943,Region 2,Category 1,0
Sub Category 20,Product 3944,Region 2,Category 1,0
Sub Category 20,Product 834,Region 2,Category 1,25.58
Sub Category 20,Product 833,Region 2,Category 1,85.17
Sub Category 20,Product 826,Region 2,Category 1,5
Sub Category 20,Product 831,Region 2,Category 1,11.42
Sub Category 20,Product 828,Region 2,Category 1,3.17
Sub Category 20,Product 2545,Region 2,Category 1,20.5
Sub Category 20,Product 2548,Region 2,Category 1,36.5
Sub Category 20,Product 785,Region 2,Category 1,94.33
Sub Category 20,Product 245,Region 2,Category 1,37.25
Sub Category 20,Product 244,Region 2,Category 1,41.08
Sub Category 20,Product 2204,Region 2,Category 1,114.17
Sub Category 20,Product 7764,Region 2,Category 1,0.33
Sub Category 20,Product 5998,Region 2,Category 1,4.5
Sub Category 1,Product 648,Region 3,Category 3,2263.89
Sub Category 1,Product 3696,Region 3,Category 3,240
Sub Category 1,Product 286,Region 3,Category 3,7126.67
Sub Category 1,Product 45,Region 3,Category 3,4805.56
Sub Category 1,Product 1320,Region 3,Category 3,846.67
Sub Category 1,Product 1313,Region 3,Category 3,4390
Sub Category 1,Product 1319,Region 3,Category 3,153.33
Sub Category 1,Product 656,Region 3,Category 3,320
Sub Category 1,Product 1405,Region 3,Category 3,2.22
Sub Category 1,Product 1406,Region 3,Category 3,320
Sub Category 1,Product 4246,Region 3,Category 3,133.33
Sub Category 1,Product 22,Region 3,Category 3,2776.67
Sub Category 1,Product 70,Region 3,Category 3,28133.33
Sub Category 1,Product 60,Region 3,Category 3,1613.33
Sub Category 1,Product 61,Region 3,Category 3,376.67
Sub Category 1,Product 56,Region 3,Category 3,4136.67
Sub Category 1,Product 66,Region 3,Category 3,996.67
Sub Category 1,Product 53,Region 3,Category 3,220
Sub Category 1,Product 52,Region 3,Category 3,436.67
Sub Category 1,Product 55,Region 3,Category 3,362.22
Sub Category 1,Product 3259,Region 3,Category 3,2276.67
Sub Category 1,Product 478,Region 3,Category 3,60
Sub Category 1,Product 3978,Region 3,Category 3,26.67
Sub Category 1,Product 2126,Region 3,Category 3,43.33
Sub Category 1,Product 10,Region 3,Category 3,973.33
Sub Category 1,Product 1728,Region 3,Category 3,410
Sub Category 2,Product 650,Region 3,Category 3,178.16
Sub Category 2,Product 651,Region 3,Category 3,458.55
Sub Category 2,Product 663,Region 3,Category 3,624.66
Sub Category 2,Product 653,Region 3,Category 3,1454.22
Sub Category 2,Product 664,Region 3,Category 3,21999.11
Sub Category 2,Product 661,Region 3,Category 3,222.79
Sub Category 2,Product 649,Region 3,Category 3,487.63
Sub Category 2,Product 483,Region 3,Category 3,8.18
Sub Category 2,Product 482,Region 3,Category 3,24.86
Sub Category 2,Product 2292,Region 3,Category 3,191.7
Sub Category 2,Product 2291,Region 3,Category 3,206.02
Sub Category 2,Product 288,Region 3,Category 3,2101.99
Sub Category 2,Product 2592,Region 3,Category 3,76.01
Sub Category 2,Product 285,Region 3,Category 3,212.89
Sub Category 2,Product 7574,Region 3,Category 3,23.54
Sub Category 2,Product 47,Region 3,Category 3,159.1
Sub Category 2,Product 46,Region 3,Category 3,1007.66
Sub Category 2,Product 43,Region 3,Category 3,3412.33
Sub Category 2,Product 666,Region 3,Category 3,368.02
Sub Category 2,Product 50,Region 3,Category 3,1475.03
Sub Category 2,Product 3573,Region 3,Category 3,19.69
Sub Category 2,Product 1315,Region 3,Category 3,529.07
Sub Category 2,Product 1321,Region 3,Category 3,168.62
Sub Category 2,Product 1318,Region 3,Category 3,42.06
Sub Category 2,Product 7576,Region 3,Category 3,3.52
Sub Category 2,Product 7577,Region 3,Category 3,4.11
Sub Category 2,Product 657,Region 3,Category 3,30.21
Sub Category 2,Product 658,Region 3,Category 3,7.7
Sub Category 2,Product 654,Region 3,Category 3,1.32
Sub Category 2,Product 1409,Region 3,Category 3,201
Sub Category 2,Product 1408,Region 3,Category 3,43
Sub Category 2,Product 36,Region 3,Category 3,11505.03
Sub Category 2,Product 69,Region 3,Category 3,1.89
Sub Category 2,Product 35,Region 3,Category 3,326.8
Sub Category 2,Product 37,Region 3,Category 3,28.4
Sub Category 2,Product 38,Region 3,Category 3,424.07
Sub Category 2,Product 3698,Region 3,Category 3,2433.88
Sub Category 2,Product 7578,Region 3,Category 3,18.93
Sub Category 2,Product 7579,Region 3,Category 3,2.6
Sub Category 2,Product 783,Region 3,Category 3,45.54
Sub Category 2,Product 62,Region 3,Category 3,593.96
Sub Category 2,Product 64,Region 3,Category 3,239.29
Sub Category 2,Product 73,Region 3,Category 3,1995.73
Sub Category 2,Product 74,Region 3,Category 3,2641.61
Sub Category 2,Product 57,Region 3,Category 3,734.47
Sub Category 2,Product 54,Region 3,Category 3,124.56
Sub Category 2,Product 68,Region 3,Category 3,1749.28
Sub Category 2,Product 72,Region 3,Category 3,13.83
Sub Category 2,Product 79,Region 3,Category 3,87.28
Sub Category 2,Product 7582,Region 3,Category 3,9.68
Sub Category 2,Product 7523,Region 3,Category 3,8.36
Sub Category 2,Product 7583,Region 3,Category 3,3.52
Sub Category 2,Product 7584,Region 3,Category 3,62.04
Sub Category 2,Product 28,Region 3,Category 3,3342.72
Sub Category 2,Product 31,Region 3,Category 3,2845.04
Sub Category 2,Product 25,Region 3,Category 3,1894.64
Sub Category 2,Product 20,Region 3,Category 3,359.3
Sub Category 2,Product 21,Region 3,Category 3,6.05
Sub Category 2,Product 3984,Region 3,Category 3,381.24
Sub Category 2,Product 7430,Region 3,Category 3,27.3
Sub Category 2,Product 7431,Region 3,Category 3,14.52
Sub Category 2,Product 7432,Region 3,Category 3,16.87
Sub Category 2,Product 7585,Region 3,Category 3,13.42
Sub Category 2,Product 7586,Region 3,Category 3,1.17
Sub Category 2,Product 513,Region 3,Category 3,68.82
Sub Category 2,Product 3261,Region 3,Category 3,218.87
Sub Category 2,Product 3260,Region 3,Category 3,19.12
Sub Category 2,Product 3264,Region 3,Category 3,39.49
Sub Category 2,Product 3263,Region 3,Category 3,44.66
Sub Category 2,Product 3266,Region 3,Category 3,295.33
Sub Category 2,Product 3265,Region 3,Category 3,26.4
Sub Category 2,Product 3262,Region 3,Category 3,6.67
Sub Category 2,Product 3428,Region 3,Category 3,79.75
Sub Category 2,Product 3859,Region 3,Category 3,147.18
Sub Category 2,Product 1374,Region 3,Category 3,122.47
Sub Category 2,Product 1380,Region 3,Category 3,11.26
Sub Category 2,Product 1379,Region 3,Category 3,9.68
Sub Category 2,Product 1377,Region 3,Category 3,32.41
Sub Category 2,Product 1378,Region 3,Category 3,4.4
Sub Category 2,Product 7588,Region 3,Category 3,3.96
Sub Category 2,Product 2487,Region 3,Category 3,9.09
Sub Category 2,Product 3008,Region 3,Category 3,95.85
Sub Category 2,Product 2488,Region 3,Category 3,37.73
Sub Category 2,Product 4552,Region 3,Category 3,133.65
Sub Category 2,Product 3007,Region 3,Category 3,7.25
Sub Category 2,Product 5129,Region 3,Category 3,33.45
Sub Category 2,Product 613,Region 3,Category 3,26.29
Sub Category 2,Product 617,Region 3,Category 3,14.96
Sub Category 2,Product 618,Region 3,Category 3,5.28
Sub Category 2,Product 622,Region 3,Category 3,14.19
Sub Category 2,Product 610,Region 3,Category 3,22.72
Sub Category 2,Product 619,Region 3,Category 3,28.24
Sub Category 2,Product 623,Region 3,Category 3,11.36
Sub Category 2,Product 2129,Region 3,Category 3,19.33
Sub Category 2,Product 2137,Region 3,Category 3,6.44
Sub Category 2,Product 2131,Region 3,Category 3,4.94
Sub Category 2,Product 2132,Region 3,Category 3,3.33
Sub Category 2,Product 624,Region 3,Category 3,5.28
Sub Category 2,Product 3153,Region 3,Category 3,12.83
Sub Category 2,Product 3154,Region 3,Category 3,14.08
Sub Category 2,Product 13,Region 3,Category 3,184.25
Sub Category 2,Product 15,Region 3,Category 3,3191.66
Sub Category 2,Product 11,Region 3,Category 3,1405.25
Sub Category 2,Product 7589,Region 3,Category 3,0.73
Sub Category 2,Product 2263,Region 3,Category 3,26.55
Sub Category 2,Product 2273,Region 3,Category 3,1958.18
Sub Category 2,Product 2264,Region 3,Category 3,31.9
Sub Category 2,Product 2272,Region 3,Category 3,2254.81
Sub Category 2,Product 2265,Region 3,Category 3,11.44
Sub Category 2,Product 3078,Region 3,Category 3,1619.94
Sub Category 2,Product 3079,Region 3,Category 3,6897.22
Sub Category 2,Product 1621,Region 3,Category 3,112.64
Sub Category 2,Product 2442,Region 3,Category 3,4764.63
Sub Category 2,Product 1702,Region 3,Category 3,32.96
Sub Category 2,Product 1729,Region 3,Category 3,145.13
Sub Category 2,Product 2795,Region 3,Category 3,92.17
Sub Category 2,Product 3975,Region 3,Category 3,20.75
Sub Category 2,Product 3976,Region 3,Category 3,7.88
Sub Category 2,Product 263,Region 3,Category 3,105.71
Sub Category 2,Product 1623,Region 3,Category 3,50.69
Sub Category 2,Product 1622,Region 3,Category 3,36.72
Sub Category 2,Product 7758,Region 3,Category 3,2.37
Sub Category 2,Product 281,Region 3,Category 3,2680.44
Sub Category 2,Product 3006,Region 3,Category 3,10.82
Sub Category 2,Product 3083,Region 3,Category 3,6868.33
Sub Category 2,Product 1931,Region 3,Category 3,133.5
Sub Category 2,Product 3104,Region 3,Category 3,22.73
Sub Category 2,Product 283,Region 3,Category 3,38.94
Sub Category 2,Product 284,Region 3,Category 3,17.16
Sub Category 2,Product 282,Region 3,Category 3,146.4
Sub Category 2,Product 2349,Region 3,Category 3,446.89
Sub Category 2,Product 1928,Region 3,Category 3,282.04
Sub Category 2,Product 7772,Region 3,Category 3,0.6
Sub Category 2,Product 7789,Region 3,Category 3,66.17
Sub Category 2,Product 1989,Region 3,Category 3,37400.44
Sub Category 2,Product 7791,Region 3,Category 3,0.88
Sub Category 2,Product 1978,Region 3,Category 3,936.61
Sub Category 3,Product 3253,Region 3,Category 2,7.31
Sub Category 3,Product 3251,Region 3,Category 2,72.67
Sub Category 3,Product 1388,Region 3,Category 2,0.08
Sub Category 3,Product 1386,Region 3,Category 2,0.08
Sub Category 3,Product 1387,Region 3,Category 2,248.22
Sub Category 3,Product 370,Region 3,Category 2,7.16
Sub Category 3,Product 371,Region 3,Category 2,2.8
Sub Category 3,Product 372,Region 3,Category 2,2.18
Sub Category 3,Product 376,Region 3,Category 2,0.93
Sub Category 3,Product 377,Region 3,Category 2,0.06
Sub Category 3,Product 1392,Region 3,Category 2,0.78
Sub Category 3,Product 1391,Region 3,Category 2,1.33
Sub Category 3,Product 1390,Region 3,Category 2,0.08
Sub Category 3,Product 1580,Region 3,Category 2,5.68
Sub Category 3,Product 1582,Region 3,Category 2,3.13
Sub Category 3,Product 1579,Region 3,Category 2,33.99
Sub Category 3,Product 317,Region 3,Category 2,1083.1
Sub Category 3,Product 318,Region 3,Category 2,6464.55
Sub Category 3,Product 308,Region 3,Category 2,35.62
Sub Category 3,Product 310,Region 3,Category 2,0.7
Sub Category 3,Product 309,Region 3,Category 2,7.54
Sub Category 3,Product 314,Region 3,Category 2,48.14
Sub Category 3,Product 2540,Region 3,Category 2,0.7
Sub Category 3,Product 2538,Region 3,Category 2,16.25
Sub Category 3,Product 2541,Region 3,Category 2,43.55
Sub Category 3,Product 2543,Region 3,Category 2,0.98
Sub Category 3,Product 2542,Region 3,Category 2,0.31
Sub Category 3,Product 782,Region 3,Category 2,0.23
Sub Category 3,Product 2536,Region 3,Category 2,308.55
Sub Category 3,Product 2535,Region 3,Category 2,16.89
Sub Category 3,Product 2537,Region 3,Category 2,0.08
Sub Category 3,Product 2518,Region 3,Category 2,0.16
Sub Category 3,Product 2525,Region 3,Category 2,2.78
Sub Category 3,Product 7455,Region 3,Category 2,1.71
Sub Category 3,Product 7456,Region 3,Category 2,0.31
Sub Category 3,Product 2260,Region 3,Category 2,0
Sub Category 3,Product 503,Region 3,Category 2,0.31
Sub Category 3,Product 761,Region 3,Category 2,1.56
Sub Category 3,Product 2317,Region 3,Category 2,1336.83
Sub Category 3,Product 3123,Region 3,Category 2,37.92
Sub Category 3,Product 3119,Region 3,Category 2,381.5
Sub Category 3,Product 7379,Region 3,Category 2,41.67
Sub Category 3,Product 677,Region 3,Category 2,0.31
Sub Category 3,Product 679,Region 3,Category 2,2.02
Sub Category 3,Product 3136,Region 3,Category 2,35.67
Sub Category 3,Product 3000,Region 3,Category 2,200.5
Sub Category 3,Product 1820,Region 3,Category 2,69.55
Sub Category 3,Product 3089,Region 3,Category 2,355.33
Sub Category 3,Product 7760,Region 3,Category 2,194.08
Sub Category 3,Product 3060,Region 3,Category 2,59.83
Sub Category 3,Product 2998,Region 3,Category 2,1755.33
Sub Category 3,Product 3002,Region 3,Category 2,201.44
Sub Category 3,Product 1882,Region 3,Category 2,3.22
Sub Category 3,Product 1906,Region 3,Category 2,178.42
Sub Category 3,Product 2999,Region 3,Category 2,603.88
Sub Category 4,Product 7524,Region 3,Category 4,1.17
Sub Category 4,Product 7051,Region 3,Category 4,9
Sub Category 4,Product 1772,Region 3,Category 4,2.08
Sub Category 4,Product 1771,Region 3,Category 4,0.42
Sub Category 4,Product 1773,Region 3,Category 4,0.25
Sub Category 4,Product 1688,Region 3,Category 4,0.5
Sub Category 4,Product 1683,Region 3,Category 4,2.17
Sub Category 4,Product 1686,Region 3,Category 4,17.75
Sub Category 4,Product 507,Region 3,Category 4,0.83
Sub Category 4,Product 512,Region 3,Category 4,28.58
Sub Category 4,Product 505,Region 3,Category 4,0.67
Sub Category 4,Product 2801,Region 3,Category 4,1.25
Sub Category 4,Product 2798,Region 3,Category 4,0.17
Sub Category 4,Product 3445,Region 3,Category 4,11.17
Sub Category 4,Product 2808,Region 3,Category 4,92.17
Sub Category 4,Product 2062,Region 3,Category 4,5.67
Sub Category 4,Product 2063,Region 3,Category 4,25
Sub Category 4,Product 2070,Region 3,Category 4,100.67
Sub Category 4,Product 7192,Region 3,Category 4,5.42
Sub Category 4,Product 7228,Region 3,Category 4,0.17
Sub Category 4,Product 703,Region 3,Category 4,11.75
Sub Category 4,Product 1791,Region 3,Category 4,14.25
Sub Category 4,Product 1800,Region 3,Category 4,2.83
Sub Category 4,Product 1794,Region 3,Category 4,3.37
Sub Category 4,Product 1792,Region 3,Category 4,109.75
Sub Category 4,Product 1795,Region 3,Category 4,0.04
Sub Category 4,Product 7108,Region 3,Category 4,0.5
Sub Category 4,Product 1504,Region 3,Category 4,0.5
Sub Category 4,Product 2497,Region 3,Category 4,0.33
Sub Category 4,Product 2394,Region 3,Category 4,3.17
Sub Category 4,Product 739,Region 3,Category 4,0.08
Sub Category 4,Product 1752,Region 3,Category 4,0.75
Sub Category 4,Product 2352,Region 3,Category 4,7.25
Sub Category 5,Product 1687,Region 3,Category 4,0.17
Sub Category 5,Product 508,Region 3,Category 4,3.25
Sub Category 5,Product 511,Region 3,Category 4,0.25
Sub Category 5,Product 2804,Region 3,Category 4,12.67
Sub Category 5,Product 2809,Region 3,Category 4,0.5
Sub Category 5,Product 2067,Region 3,Category 4,2.92
Sub Category 5,Product 1778,Region 3,Category 4,19.75
Sub Category 5,Product 1777,Region 3,Category 4,0.17
Sub Category 5,Product 1507,Region 3,Category 4,0.33
Sub Category 5,Product 1753,Region 3,Category 4,0.08
Sub Category 6,Product 3442,Region 3,Category 4,0.17
Sub Category 6,Product 510,Region 3,Category 4,0
Sub Category 6,Product 2802,Region 3,Category 4,0.17
Sub Category 6,Product 2045,Region 3,Category 4,2.67
Sub Category 6,Product 2043,Region 3,Category 4,0.33
Sub Category 6,Product 2037,Region 3,Category 4,0.5
Sub Category 6,Product 1785,Region 3,Category 4,0.5
Sub Category 6,Product 2496,Region 3,Category 4,0.17
Sub Category 7,Product 2116,Region 3,Category 1,0.17
Sub Category 7,Product 2397,Region 3,Category 1,1.87
Sub Category 7,Product 2399,Region 3,Category 1,0.47
Sub Category 7,Product 2398,Region 3,Category 1,0.78
Sub Category 7,Product 2396,Region 3,Category 1,0.08
Sub Category 7,Product 1454,Region 3,Category 1,0.11
Sub Category 7,Product 2439,Region 3,Category 1,0.22
Sub Category 7,Product 531,Region 3,Category 1,0.23
Sub Category 8,Product 3241,Region 3,Category 2,80.22
Sub Category 8,Product 3244,Region 3,Category 2,3.75
Sub Category 8,Product 3245,Region 3,Category 2,0.9
Sub Category 8,Product 3240,Region 3,Category 2,0.23
Sub Category 8,Product 3722,Region 3,Category 2,2.64
Sub Category 8,Product 3729,Region 3,Category 2,18.75
Sub Category 8,Product 3969,Region 3,Category 2,0.08
Sub Category 8,Product 4251,Region 3,Category 2,88.35
Sub Category 8,Product 1601,Region 3,Category 2,479.91
Sub Category 8,Product 1602,Region 3,Category 2,176.55
Sub Category 8,Product 1598,Region 3,Category 2,3.03
Sub Category 8,Product 1596,Region 3,Category 2,0.54
Sub Category 8,Product 1608,Region 3,Category 2,0.47
Sub Category 8,Product 7415,Region 3,Category 2,6.44
Sub Category 8,Product 7416,Region 3,Category 2,9.83
Sub Category 8,Product 426,Region 3,Category 2,5.13
Sub Category 8,Product 1185,Region 3,Category 2,22.09
Sub Category 8,Product 1011,Region 3,Category 2,1.48
Sub Category 8,Product 1017,Region 3,Category 2,42.78
Sub Category 8,Product 1026,Region 3,Category 2,0.96
Sub Category 8,Product 1296,Region 3,Category 2,22.92
Sub Category 8,Product 1297,Region 3,Category 2,0.47
Sub Category 8,Product 6606,Region 3,Category 2,0.11
Sub Category 8,Product 1285,Region 3,Category 2,8.44
Sub Category 8,Product 1284,Region 3,Category 2,4.56
Sub Category 8,Product 1025,Region 3,Category 2,3.62
Sub Category 8,Product 1282,Region 3,Category 2,15.56
Sub Category 8,Product 3607,Region 3,Category 2,166.44
Sub Category 8,Product 3611,Region 3,Category 2,143.27
Sub Category 8,Product 3612,Region 3,Category 2,73.27
Sub Category 8,Product 7334,Region 3,Category 2,0.16
Sub Category 8,Product 7428,Region 3,Category 2,4
Sub Category 8,Product 2544,Region 3,Category 2,20.3
Sub Category 8,Product 3701,Region 3,Category 2,0.08
Sub Category 8,Product 845,Region 3,Category 2,0.31
Sub Category 8,Product 433,Region 3,Category 2,0.08
Sub Category 8,Product 1856,Region 3,Category 2,0.31
Sub Category 8,Product 1022,Region 3,Category 2,0.17
Sub Category 8,Product 1291,Region 3,Category 2,0.67
Sub Category 8,Product 1283,Region 3,Category 2,33.55
Sub Category 8,Product 1029,Region 3,Category 2,3.06
Sub Category 8,Product 1827,Region 3,Category 2,158.11
Sub Category 8,Product 2330,Region 3,Category 2,285.16
Sub Category 8,Product 1981,Region 3,Category 2,12.28
Sub Category 8,Product 1942,Region 3,Category 2,0.16
Sub Category 8,Product 2090,Region 3,Category 2,0.11
Sub Category 9,Product 1182,Region 3,Category 2,9.33
Sub Category 9,Product 2864,Region 3,Category 2,6.11
Sub Category 9,Product 2863,Region 3,Category 2,11.22
Sub Category 9,Product 2866,Region 3,Category 2,10.11
Sub Category 9,Product 2865,Region 3,Category 2,3.11
Sub Category 9,Product 3213,Region 3,Category 2,2.08
Sub Category 9,Product 5597,Region 3,Category 2,0.22
Sub Category 9,Product 3211,Region 3,Category 2,0.67
Sub Category 9,Product 1443,Region 3,Category 2,10.58
Sub Category 9,Product 1605,Region 3,Category 2,6
Sub Category 9,Product 910,Region 3,Category 2,33.44
Sub Category 9,Product 924,Region 3,Category 2,0.58
Sub Category 9,Product 1201,Region 3,Category 2,2.08
Sub Category 9,Product 1196,Region 3,Category 2,0.33
Sub Category 9,Product 913,Region 3,Category 2,82
Sub Category 9,Product 914,Region 3,Category 2,6.33
Sub Category 9,Product 311,Region 3,Category 2,9.72
Sub Category 9,Product 312,Region 3,Category 2,4.12
Sub Category 9,Product 2515,Region 3,Category 2,17.03
Sub Category 9,Product 2516,Region 3,Category 2,0.03
Sub Category 9,Product 418,Region 3,Category 2,5.6
Sub Category 9,Product 231,Region 3,Category 2,1.79
Sub Category 9,Product 230,Region 3,Category 2,15.89
Sub Category 9,Product 2157,Region 3,Category 2,3.83
Sub Category 9,Product 1494,Region 3,Category 2,1.42
Sub Category 9,Product 1492,Region 3,Category 2,0.33
Sub Category 9,Product 1493,Region 3,Category 2,1.67
Sub Category 9,Product 1495,Region 3,Category 2,0.33
Sub Category 9,Product 6194,Region 3,Category 2,0.08
Sub Category 9,Product 1491,Region 3,Category 2,0.67
Sub Category 9,Product 2154,Region 3,Category 2,282.95
Sub Category 9,Product 2153,Region 3,Category 2,23.33
Sub Category 9,Product 2156,Region 3,Category 2,10.71
Sub Category 9,Product 7336,Region 3,Category 2,8
Sub Category 9,Product 1322,Region 3,Category 2,30
Sub Category 9,Product 2203,Region 3,Category 2,7.08
Sub Category 9,Product 2212,Region 3,Category 2,0.54
Sub Category 9,Product 2448,Region 3,Category 2,4.25
Sub Category 9,Product 2252,Region 3,Category 2,5.68
Sub Category 9,Product 2253,Region 3,Category 2,1.32
Sub Category 9,Product 2251,Region 3,Category 2,2.96
Sub Category 9,Product 858,Region 3,Category 2,1.4
Sub Category 9,Product 859,Region 3,Category 2,0.08
Sub Category 9,Product 862,Region 3,Category 2,2.88
Sub Category 9,Product 863,Region 3,Category 2,0.31
Sub Category 9,Product 865,Region 3,Category 2,0.78
Sub Category 9,Product 866,Region 3,Category 2,0.47
Sub Category 9,Product 867,Region 3,Category 2,0.54
Sub Category 9,Product 868,Region 3,Category 2,0.47
Sub Category 9,Product 869,Region 3,Category 2,6.77
Sub Category 9,Product 870,Region 3,Category 2,2.64
Sub Category 9,Product 871,Region 3,Category 2,17.58
Sub Category 9,Product 872,Region 3,Category 2,1.63
Sub Category 9,Product 873,Region 3,Category 2,0.08
Sub Category 9,Product 874,Region 3,Category 2,0.23
Sub Category 9,Product 875,Region 3,Category 2,0.23
Sub Category 9,Product 877,Region 3,Category 2,1.71
Sub Category 9,Product 878,Region 3,Category 2,0.47
Sub Category 9,Product 879,Region 3,Category 2,3.42
Sub Category 9,Product 880,Region 3,Category 2,0.47
Sub Category 9,Product 881,Region 3,Category 2,0.47
Sub Category 9,Product 4090,Region 3,Category 2,0.23
