Category,ItemId,Plan,Super Category,Volume
Sub Category 2,Product 3262,Region 2,Category 3,5.11
Sub Category 2,Product 3428,Region 2,Category 3,553.22
Sub Category 2,Product 3859,Region 2,Category 3,85.07
Sub Category 2,Product 1374,Region 2,Category 3,384.92
Sub Category 2,Product 1380,Region 2,Category 3,26.62
Sub Category 2,Product 1379,Region 2,Category 3,0.88
Sub Category 2,Product 1377,Region 2,Category 3,37.91
Sub Category 2,Product 1378,Region 2,Category 3,0.88
Sub Category 2,Product 2487,Region 2,Category 3,30.8
Sub Category 2,Product 3008,Region 2,Category 3,588.87
Sub Category 2,Product 2488,Region 2,Category 3,36.12
Sub Category 2,Product 4552,Region 2,Category 3,192.28
Sub Category 2,Product 3007,Region 2,Category 3,56.7
Sub Category 2,Product 5129,Region 2,Category 3,189.96
Sub Category 2,Product 613,Region 2,Category 3,38.83
Sub Category 2,Product 617,Region 2,Category 3,22.88
Sub Category 2,Product 618,Region 2,Category 3,11.44
Sub Category 2,Product 612,Region 2,Category 3,11.44
Sub Category 2,Product 622,Region 2,Category 3,40.81
Sub Category 2,Product 610,Region 2,Category 3,168.15
Sub Category 2,Product 619,Region 2,Category 3,137.19
Sub Category 2,Product 623,Region 2,Category 3,7.57
Sub Category 2,Product 477,Region 2,Category 3,0.04
Sub Category 2,Product 2148,Region 2,Category 3,0.11
Sub Category 2,Product 2129,Region 2,Category 3,132.89
Sub Category 2,Product 2125,Region 2,Category 3,12.44
Sub Category 2,Product 2137,Region 2,Category 3,45.78
Sub Category 2,Product 2131,Region 2,Category 3,89.39
Sub Category 2,Product 2132,Region 2,Category 3,74.72
Sub Category 2,Product 2128,Region 2,Category 3,49
Sub Category 2,Product 7363,Region 2,Category 3,22.67
Sub Category 2,Product 624,Region 2,Category 3,0.88
Sub Category 2,Product 3153,Region 2,Category 3,30.32
Sub Category 2,Product 3154,Region 2,Category 3,37.8
Sub Category 2,Product 13,Region 2,Category 3,520.7
Sub Category 2,Product 15,Region 2,Category 3,6045.44
Sub Category 2,Product 11,Region 2,Category 3,2338.14
Sub Category 2,Product 2273,Region 2,Category 3,1507.8
Sub Category 2,Product 2264,Region 2,Category 3,256.52
Sub Category 2,Product 2272,Region 2,Category 3,1115.88
Sub Category 2,Product 2265,Region 2,Category 3,371.07
Sub Category 2,Product 2276,Region 2,Category 3,1.28
Sub Category 2,Product 3078,Region 2,Category 3,464.24
Sub Category 2,Product 3079,Region 2,Category 3,1273.77
Sub Category 2,Product 1621,Region 2,Category 3,1699.87
Sub Category 2,Product 2432,Region 2,Category 3,42.21
Sub Category 2,Product 1619,Region 2,Category 3,31.24
Sub Category 2,Product 2442,Region 2,Category 3,2203.47
Sub Category 2,Product 1702,Region 2,Category 3,190.15
Sub Category 2,Product 1729,Region 2,Category 3,1175.57
Sub Category 2,Product 2795,Region 2,Category 3,389.83
Sub Category 2,Product 7226,Region 2,Category 3,8.8
Sub Category 2,Product 3975,Region 2,Category 3,6.16
Sub Category 2,Product 3976,Region 2,Category 3,8.36
Sub Category 2,Product 263,Region 2,Category 3,470.54
Sub Category 2,Product 1623,Region 2,Category 3,337.96
Sub Category 2,Product 1622,Region 2,Category 3,347.21
Sub Category 2,Product 281,Region 2,Category 3,26.61
Sub Category 2,Product 2338,Region 2,Category 3,1564.69
Sub Category 2,Product 2339,Region 2,Category 3,2941.82
Sub Category 2,Product 3006,Region 2,Category 3,519.16
Sub Category 2,Product 3083,Region 2,Category 3,2747.88
Sub Category 2,Product 3104,Region 2,Category 3,58.15
Sub Category 2,Product 7518,Region 2,Category 3,0.39
Sub Category 2,Product 7519,Region 2,Category 3,8.24
Sub Category 2,Product 7520,Region 2,Category 3,0.04
Sub Category 2,Product 283,Region 2,Category 3,1602.41
Sub Category 2,Product 284,Region 2,Category 3,40.52
Sub Category 2,Product 282,Region 2,Category 3,37.05
Sub Category 2,Product 2349,Region 2,Category 3,2768.83
Sub Category 2,Product 4248,Region 2,Category 3,1653.94
Sub Category 2,Product 4249,Region 2,Category 3,465.22
Sub Category 2,Product 7789,Region 2,Category 3,67.17
Sub Category 2,Product 1989,Region 2,Category 3,2545.82
Sub Category 2,Product 2351,Region 2,Category 3,5.28
Sub Category 3,Product 3253,Region 2,Category 2,8.24
Sub Category 3,Product 3251,Region 2,Category 2,156.89
Sub Category 3,Product 370,Region 2,Category 2,82.68
Sub Category 3,Product 371,Region 2,Category 2,33.99
Sub Category 3,Product 372,Region 2,Category 2,1.87
Sub Category 3,Product 376,Region 2,Category 2,7.71
Sub Category 3,Product 1392,Region 2,Category 2,1
Sub Category 3,Product 1581,Region 2,Category 2,1.71
Sub Category 3,Product 1580,Region 2,Category 2,6.92
Sub Category 3,Product 1579,Region 2,Category 2,17.97
Sub Category 3,Product 317,Region 2,Category 2,1243.88
Sub Category 3,Product 318,Region 2,Category 2,3251.99
Sub Category 3,Product 314,Region 2,Category 2,29.71
Sub Category 3,Product 2540,Region 2,Category 2,18.82
Sub Category 3,Product 2538,Region 2,Category 2,110.13
Sub Category 3,Product 2541,Region 2,Category 2,374.57
Sub Category 3,Product 2543,Region 2,Category 2,6.07
Sub Category 3,Product 2542,Region 2,Category 2,46.28
Sub Category 3,Product 782,Region 2,Category 2,3.89
Sub Category 3,Product 2523,Region 2,Category 2,1.24
Sub Category 3,Product 2536,Region 2,Category 2,103.55
Sub Category 3,Product 2535,Region 2,Category 2,35.67
Sub Category 3,Product 2537,Region 2,Category 2,0.39
Sub Category 3,Product 2518,Region 2,Category 2,15.4
Sub Category 3,Product 2525,Region 2,Category 2,2.44
Sub Category 3,Product 7200,Region 2,Category 2,0.86
Sub Category 3,Product 7455,Region 2,Category 2,4.67
Sub Category 3,Product 7456,Region 2,Category 2,17.89
Sub Category 3,Product 2260,Region 2,Category 2,1.71
Sub Category 3,Product 2259,Region 2,Category 2,1.87
Sub Category 3,Product 503,Region 2,Category 2,36.32
Sub Category 3,Product 501,Region 2,Category 2,3.73
Sub Category 3,Product 502,Region 2,Category 2,5.29
Sub Category 3,Product 761,Region 2,Category 2,5.29
Sub Category 3,Product 760,Region 2,Category 2,0.31
Sub Category 3,Product 2317,Region 2,Category 2,27.67
Sub Category 3,Product 3119,Region 2,Category 2,162.66
Sub Category 3,Product 7379,Region 2,Category 2,256.5
Sub Category 3,Product 679,Region 2,Category 2,47.91
Sub Category 3,Product 669,Region 2,Category 2,0.16
Sub Category 3,Product 694,Region 2,Category 2,0.23
Sub Category 3,Product 3000,Region 2,Category 2,128.91
Sub Category 3,Product 1820,Region 2,Category 2,31.89
Sub Category 3,Product 3060,Region 2,Category 2,171.91
Sub Category 3,Product 2998,Region 2,Category 2,473.44
Sub Category 3,Product 3002,Region 2,Category 2,165
Sub Category 3,Product 1906,Region 2,Category 2,34.45
Sub Category 3,Product 5301,Region 2,Category 2,0.56
Sub Category 3,Product 2999,Region 2,Category 2,123
Sub Category 4,Product 3519,Region 2,Category 4,1
Sub Category 4,Product 2485,Region 2,Category 4,1.5
Sub Category 4,Product 1772,Region 2,Category 4,82.17
Sub Category 4,Product 1763,Region 2,Category 4,74
Sub Category 4,Product 1770,Region 2,Category 4,5
Sub Category 4,Product 1771,Region 2,Category 4,0.5
Sub Category 4,Product 1773,Region 2,Category 4,21.42
Sub Category 4,Product 1683,Region 2,Category 4,158.08
Sub Category 4,Product 1686,Region 2,Category 4,10.83
Sub Category 4,Product 507,Region 2,Category 4,190.91
Sub Category 4,Product 512,Region 2,Category 4,237.83
Sub Category 4,Product 505,Region 2,Category 4,7.67
Sub Category 4,Product 504,Region 2,Category 4,1.67
Sub Category 4,Product 5095,Region 2,Category 4,0.17
Sub Category 4,Product 2801,Region 2,Category 4,210.33
Sub Category 4,Product 2799,Region 2,Category 4,3.33
Sub Category 4,Product 2798,Region 2,Category 4,6.33
Sub Category 4,Product 3445,Region 2,Category 4,23.04
Sub Category 4,Product 2808,Region 2,Category 4,542.58
Sub Category 4,Product 2803,Region 2,Category 4,0.08
Sub Category 4,Product 2811,Region 2,Category 4,0.25
Sub Category 4,Product 2810,Region 2,Category 4,2.58
Sub Category 4,Product 2062,Region 2,Category 4,253.08
Sub Category 4,Product 2063,Region 2,Category 4,139.17
Sub Category 4,Product 2072,Region 2,Category 4,39.12
Sub Category 4,Product 2059,Region 2,Category 4,13.33
Sub Category 4,Product 2060,Region 2,Category 4,19.33
Sub Category 4,Product 2061,Region 2,Category 4,3.5
Sub Category 4,Product 2069,Region 2,Category 4,0.17
Sub Category 4,Product 7192,Region 2,Category 4,17
Sub Category 4,Product 7228,Region 2,Category 4,0.67
Sub Category 4,Product 703,Region 2,Category 4,46.17
Sub Category 4,Product 1791,Region 2,Category 4,584.17
Sub Category 4,Product 1800,Region 2,Category 4,4.25
Sub Category 4,Product 1794,Region 2,Category 4,80.79
Sub Category 4,Product 1790,Region 2,Category 4,0.17
Sub Category 4,Product 1786,Region 2,Category 4,17.33
Sub Category 4,Product 1787,Region 2,Category 4,20
Sub Category 4,Product 1792,Region 2,Category 4,1187.42
Sub Category 4,Product 1779,Region 2,Category 4,0.58
Sub Category 4,Product 1788,Region 2,Category 4,94.5
Sub Category 4,Product 7088,Region 2,Category 4,0
Sub Category 4,Product 1782,Region 2,Category 4,2.67
Sub Category 4,Product 1784,Region 2,Category 4,2.58
Sub Category 4,Product 7108,Region 2,Category 4,7.42
Sub Category 4,Product 1504,Region 2,Category 4,3.33
Sub Category 4,Product 1506,Region 2,Category 4,1.08
Sub Category 4,Product 7408,Region 2,Category 4,9.67
Sub Category 4,Product 2497,Region 2,Category 4,18.83
Sub Category 4,Product 2393,Region 2,Category 4,7.5
Sub Category 4,Product 2394,Region 2,Category 4,89.17
Sub Category 4,Product 1752,Region 2,Category 4,2
Sub Category 4,Product 257,Region 2,Category 4,92.67
Sub Category 4,Product 259,Region 2,Category 4,0.67
Sub Category 4,Product 248,Region 2,Category 4,4.33
Sub Category 4,Product 247,Region 2,Category 4,14.17
Sub Category 4,Product 251,Region 2,Category 4,3.33
Sub Category 4,Product 253,Region 2,Category 4,-0.67
Sub Category 4,Product 250,Region 2,Category 4,1
Sub Category 4,Product 252,Region 2,Category 4,-1.33
Sub Category 4,Product 4037,Region 2,Category 4,27
Sub Category 4,Product 7757,Region 2,Category 4,0.83
Sub Category 4,Product 3749,Region 2,Category 4,0.92
Sub Category 5,Product 851,Region 2,Category 4,0.33
Sub Category 5,Product 1774,Region 2,Category 4,11.75
Sub Category 5,Product 1764,Region 2,Category 4,4.83
Sub Category 5,Product 1687,Region 2,Category 4,0.17
Sub Category 5,Product 1682,Region 2,Category 4,2.42
Sub Category 5,Product 508,Region 2,Category 4,34.67
Sub Category 5,Product 511,Region 2,Category 4,4
Sub Category 5,Product 2804,Region 2,Category 4,104
Sub Category 5,Product 2809,Region 2,Category 4,119
Sub Category 5,Product 2800,Region 2,Category 4,4.83
Sub Category 5,Product 2065,Region 2,Category 4,21.75
Sub Category 5,Product 3828,Region 2,Category 4,1.75
Sub Category 5,Product 2067,Region 2,Category 4,89.42
Sub Category 5,Product 2042,Region 2,Category 4,1.33
Sub Category 5,Product 2044,Region 2,Category 4,0.17
Sub Category 5,Product 1778,Region 2,Category 4,341.5
Sub Category 5,Product 1777,Region 2,Category 4,0.67
Sub Category 5,Product 1789,Region 2,Category 4,0.42
Sub Category 5,Product 1781,Region 2,Category 4,12.33
Sub Category 5,Product 3970,Region 2,Category 4,64.33
Sub Category 5,Product 1507,Region 2,Category 4,7
Sub Category 5,Product 2498,Region 2,Category 4,4.58
Sub Category 5,Product 2392,Region 2,Category 4,2.83
Sub Category 5,Product 1753,Region 2,Category 4,0.67
Sub Category 5,Product 258,Region 2,Category 4,10.58
Sub Category 5,Product 2346,Region 2,Category 4,2.58
Sub Category 6,Product 7606,Region 2,Category 4,2
Sub Category 6,Product 7607,Region 2,Category 4,2
Sub Category 6,Product 506,Region 2,Category 4,1.5
Sub Category 6,Product 3442,Region 2,Category 4,9.42
Sub Category 6,Product 3443,Region 2,Category 4,0
Sub Category 6,Product 2807,Region 2,Category 4,1.92
Sub Category 6,Product 2802,Region 2,Category 4,12.42
Sub Category 6,Product 2045,Region 2,Category 4,174.75
Sub Category 6,Product 2039,Region 2,Category 4,3
Sub Category 6,Product 2064,Region 2,Category 4,1.75
Sub Category 6,Product 2043,Region 2,Category 4,17.58
Sub Category 6,Product 4474,Region 2,Category 4,4.42
Sub Category 6,Product 2040,Region 2,Category 4,2
Sub Category 6,Product 2037,Region 2,Category 4,45.67
Sub Category 6,Product 2068,Region 2,Category 4,7.08
Sub Category 6,Product 2041,Region 2,Category 4,0.08
Sub Category 6,Product 1785,Region 2,Category 4,3
Sub Category 6,Product 1505,Region 2,Category 4,0.67
Sub Category 6,Product 2038,Region 2,Category 4,7.17
Sub Category 6,Product 2616,Region 2,Category 4,1.33
Sub Category 6,Product 2499,Region 2,Category 4,6.08
Sub Category 6,Product 2496,Region 2,Category 4,9.17
Sub Category 6,Product 2500,Region 2,Category 4,3.75
Sub Category 6,Product 2327,Region 2,Category 4,8.67
Sub Category 7,Product 2116,Region 2,Category 1,1.94
Sub Category 7,Product 2397,Region 2,Category 1,7.39
Sub Category 7,Product 2399,Region 2,Category 1,8.79
Sub Category 7,Product 2398,Region 2,Category 1,10.97
Sub Category 7,Product 2395,Region 2,Category 1,0.23
Sub Category 7,Product 2400,Region 2,Category 1,0.39
Sub Category 7,Product 2396,Region 2,Category 1,3.03
Sub Category 7,Product 1454,Region 2,Category 1,2.06
Sub Category 7,Product 2439,Region 2,Category 1,0.33
Sub Category 7,Product 531,Region 2,Category 1,2.18
Sub Category 8,Product 3241,Region 2,Category 2,17.78
Sub Category 8,Product 3244,Region 2,Category 2,25
Sub Category 8,Product 3245,Region 2,Category 2,3.99
Sub Category 8,Product 3579,Region 2,Category 2,0.42
Sub Category 8,Product 3722,Region 2,Category 2,24.81
Sub Category 8,Product 3729,Region 2,Category 2,20.25
Sub Category 8,Product 3860,Region 2,Category 2,0.03
Sub Category 8,Product 3969,Region 2,Category 2,8.87
Sub Category 8,Product 4251,Region 2,Category 2,1435.61
Sub Category 8,Product 1601,Region 2,Category 2,100.66
Sub Category 8,Product 1602,Region 2,Category 2,177.66
Sub Category 8,Product 1598,Region 2,Category 2,15.94
Sub Category 8,Product 1596,Region 2,Category 2,2.26
Sub Category 8,Product 1608,Region 2,Category 2,1.4
Sub Category 8,Product 7415,Region 2,Category 2,23.33
Sub Category 8,Product 7416,Region 2,Category 2,28.83
Sub Category 8,Product 426,Region 2,Category 2,47.83
Sub Category 8,Product 3422,Region 2,Category 2,23.89
Sub Category 8,Product 1185,Region 2,Category 2,188.69
Sub Category 8,Product 3643,Region 2,Category 2,0.08
Sub Category 8,Product 2268,Region 2,Category 2,135.66
Sub Category 8,Product 1011,Region 2,Category 2,38.58
Sub Category 8,Product 1017,Region 2,Category 2,550.66
Sub Category 8,Product 1296,Region 2,Category 2,235.41
Sub Category 8,Product 1297,Region 2,Category 2,0.01
Sub Category 8,Product 1293,Region 2,Category 2,59.44
Sub Category 8,Product 6606,Region 2,Category 2,118.55
Sub Category 8,Product 1285,Region 2,Category 2,52.44
Sub Category 8,Product 1284,Region 2,Category 2,22.33
Sub Category 8,Product 1025,Region 2,Category 2,0.62
Sub Category 8,Product 1282,Region 2,Category 2,54
Sub Category 8,Product 3607,Region 2,Category 2,486.58
Sub Category 8,Product 3611,Region 2,Category 2,2788.8
Sub Category 8,Product 3612,Region 2,Category 2,418.36
Sub Category 8,Product 7334,Region 2,Category 2,29.96
Sub Category 8,Product 7428,Region 2,Category 2,47
Sub Category 8,Product 1290,Region 2,Category 2,0.11
Sub Category 8,Product 1288,Region 2,Category 2,1.33
Sub Category 8,Product 1287,Region 2,Category 2,1.33
Sub Category 8,Product 1286,Region 2,Category 2,1.33
Sub Category 8,Product 7240,Region 2,Category 2,1.33
Sub Category 8,Product 2544,Region 2,Category 2,194.21
Sub Category 8,Product 229,Region 2,Category 2,5.25
Sub Category 8,Product 3700,Region 2,Category 2,0.22
Sub Category 8,Product 3701,Region 2,Category 2,1.09
Sub Category 8,Product 467,Region 2,Category 2,0.67
Sub Category 8,Product 845,Region 2,Category 2,0.08
Sub Category 8,Product 892,Region 2,Category 2,0.08
Sub Category 8,Product 891,Region 2,Category 2,1.17
Sub Category 8,Product 893,Region 2,Category 2,0.62
Sub Category 8,Product 888,Region 2,Category 2,0.93
Sub Category 8,Product 1856,Region 2,Category 2,3.03
Sub Category 8,Product 3968,Region 2,Category 2,2.78
Sub Category 8,Product 1022,Region 2,Category 2,0.5
Sub Category 8,Product 1291,Region 2,Category 2,295.08
Sub Category 8,Product 1283,Region 2,Category 2,550.77
Sub Category 8,Product 1029,Region 2,Category 2,24.46
Sub Category 8,Product 2330,Region 2,Category 2,273.16
Sub Category 9,Product 1182,Region 2,Category 2,95.33
Sub Category 9,Product 2864,Region 2,Category 2,17.44
Sub Category 9,Product 2863,Region 2,Category 2,57.11
Sub Category 9,Product 2866,Region 2,Category 2,24.67
Sub Category 9,Product 2865,Region 2,Category 2,8.22
Sub Category 9,Product 3213,Region 2,Category 2,15.17
Sub Category 9,Product 3210,Region 2,Category 2,0.67
Sub Category 9,Product 1443,Region 2,Category 2,78.71
Sub Category 9,Product 1605,Region 2,Category 2,1.67
Sub Category 9,Product 910,Region 2,Category 2,125.45
Sub Category 9,Product 924,Region 2,Category 2,24.59
Sub Category 9,Product 1196,Region 2,Category 2,0.08
Sub Category 9,Product 1197,Region 2,Category 2,0.17
Sub Category 9,Product 913,Region 2,Category 2,48.33
Sub Category 9,Product 926,Region 2,Category 2,0.43
Sub Category 9,Product 2515,Region 2,Category 2,270.35
Sub Category 9,Product 2516,Region 2,Category 2,10.05
Sub Category 9,Product 418,Region 2,Category 2,54.68
Sub Category 9,Product 232,Region 2,Category 2,3.97
Sub Category 9,Product 231,Region 2,Category 2,32.43
Sub Category 9,Product 2573,Region 2,Category 2,5.99
Sub Category 9,Product 2572,Region 2,Category 2,1.56
Sub Category 9,Product 2571,Region 2,Category 2,0.78
Sub Category 9,Product 2574,Region 2,Category 2,2.02
Sub Category 9,Product 1494,Region 2,Category 2,20.83
Sub Category 9,Product 1492,Region 2,Category 2,23.75
